  Time              windx     windy     DIR    HS      HSWEll     TMM10     TPS
 20150601.080000     2.01     3.10   200.96     0.79     0.01     4.05     5.08
 20150601.090000     1.90     3.35   201.12     0.78     0.01     4.07     5.09
 20150601.100000     1.77     3.59   201.26     0.78     0.01     4.07     5.09
 20150601.110000     1.65     3.81   201.34     0.77     0.01     4.07     5.10
 20150601.120000     1.52     4.03   201.37     0.77     0.01     4.07     5.11
 20150601.130000     1.37     4.24   201.33     0.77     0.01     4.06     5.11
 20150601.140000     1.24     4.44   201.21     0.78     0.01     4.06     5.11
 20150601.150000     1.37     4.49   201.08     0.78     0.01     4.05     5.10
 20150601.160000     1.51     4.53   200.99     0.78     0.01     4.05     5.09
 20150601.170000     1.65     4.57   200.92     0.78     0.01     4.05     5.08
 20150601.180000     1.79     4.60   200.87     0.79     0.01     4.04     5.07
 20150601.190000     1.93     4.63   200.83     0.79     0.01     4.04     5.05
 20150601.200000     2.07     4.66   200.81     0.79     0.00     4.03     5.04
 20150601.210000     1.96     5.01   200.68     0.80     0.00     4.02     5.01
 20150601.220000     1.85     5.34   200.38     0.80     0.00     4.00     4.98
 20150601.230000     1.73     5.68   199.97     0.81     0.00     3.98     4.94
 20150602.000000     1.62     6.00   199.44     0.83     0.00     3.96     4.91
 20150602.010000     1.50     6.32   198.67     0.85     0.00     3.93     4.86
 20150602.020000     1.39     6.63   197.85     0.87     0.00     3.90     4.82
 20150602.030000     1.64     6.31   197.56     0.88     0.00     3.91     4.78
 20150602.040000     1.91     5.96   197.61     0.88     0.00     3.92     4.77
 20150602.050000     2.16     5.60   197.77     0.87     0.00     3.92     4.77
 20150602.060000     2.42     5.20   197.96     0.86     0.00     3.92     4.78
 20150602.070000     2.67     4.79   198.21     0.85     0.00     3.91     4.79
 20150602.080000     2.89     4.36   198.61     0.84     0.00     3.90     4.80
 20150602.090000     2.92     4.30   199.01     0.83     0.00     3.88     4.81
 20150602.100000     2.96     4.24   199.35     0.82     0.00     3.86     4.82
 20150602.110000     2.99     4.18   199.68     0.81     0.00     3.84     4.82
 20150602.120000     3.02     4.12   200.02     0.80     0.00     3.83     4.82
 20150602.130000     3.06     4.07   200.37     0.79     0.00     3.81     4.81
 20150602.140000     3.09     4.00   200.72     0.79     0.00     3.79     4.81
 20150602.150000     3.10     3.97   201.06     0.78     0.00     3.77     4.80
 20150602.160000     3.10     3.93   201.35     0.77     0.00     3.75     4.79
 20150602.170000     3.11     3.88   201.61     0.76     0.00     3.72     4.77
 20150602.180000     3.12     3.84   201.85     0.76     0.00     3.70     4.74
 20150602.190000     3.13     3.80   202.07     0.75     0.00     3.68     4.71
 20150602.200000     3.13     3.76   202.27     0.74     0.00     3.66     4.67
 20150602.210000     3.19     3.91   202.49     0.74     0.00     3.64     4.63
 20150602.220000     3.25     4.05   202.73     0.74     0.00     3.63     4.58
 20150602.230000     3.30     4.20   203.00     0.74     0.00     3.62     4.51
 20150603.000000     3.35     4.35   203.29     0.74     0.00     3.61     4.45
 20150603.010000     3.40     4.50   203.62     0.74     0.00     3.62     4.40
 20150603.020000     3.45     4.64   203.98     0.75     0.00     3.62     4.38
