  Time              windx     windy     DIR    HS      HSWEll     TMM10     TPS
 20140101.080000    -0.63     0.23   145.29     0.48     0.02     3.61     4.06
 20140101.090000    -0.80     0.53   147.56     0.47     0.02     3.65     4.03
 20140101.100000    -0.94     0.83   148.77     0.46     0.02     3.68     4.01
 20140101.110000    -1.07     1.11   149.72     0.44     0.02     3.71     4.01
 20140101.120000    -1.19     1.39   150.84     0.43     0.02     3.72     4.01
 20140101.130000    -1.30     1.67   152.22     0.42     0.02     3.70     3.99
 20140101.140000    -1.42     1.95   153.75     0.41     0.02     3.65     3.95
 20140101.150000    -1.61     1.79   155.29     0.40     0.02     3.59     3.89
 20140101.160000    -1.78     1.61   156.78     0.40     0.02     3.53     3.82
 20140101.170000    -1.94     1.40   158.04     0.39     0.01     3.48     3.75
 20140101.180000    -2.08     1.18   158.99     0.39     0.01     3.44     3.68
 20140101.190000    -2.19     0.94   159.65     0.38     0.01     3.41     3.63
 20140101.200000    -2.28     0.68   160.05     0.38     0.01     3.38     3.58
 20140101.210000    -2.47     0.51   159.98     0.38     0.01     3.35     3.55
 20140101.220000    -2.64     0.33   159.44     0.38     0.01     3.31     3.53
 20140101.230000    -2.80     0.15   158.52     0.38     0.01     3.28     3.51
 20140102.000000    -2.95    -0.04   157.24     0.38     0.01     3.24     3.48
 20140102.010000    -3.08    -0.23   155.53     0.38     0.01     3.20     3.46
 20140102.020000    -3.21    -0.41   153.39     0.38     0.01     3.17     3.44
 20140102.030000    -3.35     0.05   151.12     0.38     0.01     3.13     3.41
 20140102.040000    -3.42     0.53   148.95     0.38     0.01     3.11     3.40
 20140102.050000    -3.42     1.01   147.00     0.39     0.01     3.08     3.38
 20140102.060000    -3.37     1.49   145.50     0.39     0.01     3.06     3.37
 20140102.070000    -3.26     1.95   144.45     0.40     0.01     3.03     3.36
 20140102.080000    -3.10     2.38   144.10     0.40     0.01     3.01     3.35
 20140102.090000    -2.98     2.39   144.13     0.41     0.01     3.01     3.35
 20140102.100000    -2.86     2.39   144.32     0.41     0.01     3.01     3.35
 20140102.110000    -2.74     2.40   144.66     0.41     0.00     3.02     3.37
 20140102.120000    -2.62     2.40   145.00     0.41     0.00     3.02     3.38
 20140102.130000    -2.49     2.40   145.41     0.41     0.00     3.02     3.39
 20140102.140000    -2.37     2.40   145.91     0.41     0.00     3.03     3.39
 20140102.150000    -2.34     2.25   146.50     0.41     0.00     3.03     3.39
 20140102.160000    -2.32     2.10   147.12     0.40     0.00     3.03     3.39
 20140102.170000    -2.30     1.95   147.82     0.40     0.00     3.03     3.39
 20140102.180000    -2.27     1.79   148.59     0.40     0.00     3.03     3.39
 20140102.190000    -2.24     1.63   149.60     0.40     0.00     3.04     3.39
 20140102.200000    -2.21     1.47   151.32     0.39     0.00     3.07     3.39
 20140102.210000    -2.08     1.26   153.78     0.38     0.00     3.14     3.39
 20140102.220000    -1.94     1.05   155.78     0.37     0.00     3.18     3.39
 20140102.230000    -1.80     0.84   157.92     0.36     0.00     3.21     3.39
 20140103.000000    -1.65     0.62   160.11     0.36     0.00     3.25     3.40
 20140103.010000    -1.49     0.39   162.21     0.35     0.00     3.29     3.42
 20140103.020000    -1.31     0.16   164.28     0.35     0.00     3.32     3.43
 20140103.030000    -1.36     0.63   166.36     0.34     0.00     3.35     3.46
 20140103.040000    -1.25     1.12   168.34     0.34     0.00     3.38     3.48
 20140103.050000    -1.00     1.57   170.13     0.34     0.00     3.40     3.51
 20140103.060000    -0.65     1.94   171.69     0.34     0.00     3.41     3.53
 20140103.070000    -0.25     2.21   172.98     0.34     0.00     3.41     3.56
 20140103.080000     0.17     2.40   174.05     0.35     0.00     3.39     3.58
 20140103.090000     0.23     2.44   174.73     0.35     0.00     3.37     3.61
 20140103.100000     0.29     2.48   174.99     0.35     0.00     3.35     3.62
 20140103.110000     0.34     2.51   174.98     0.35     0.00     3.33     3.63
 20140103.120000     0.40     2.54   174.63     0.36     0.00     3.30     3.63
 20140103.130000     0.46     2.57   174.00     0.36     0.00     3.28     3.63
 20140103.140000     0.52     2.60   173.11     0.36     0.00     3.27     3.64
 20140103.150000     0.26     2.51   171.82     0.37     0.00     3.27     3.64
 20140103.160000    -0.01     2.40   170.18     0.37     0.00     3.31     3.66
 20140103.170000    -0.30     2.25   168.18     0.38     0.00     3.38     3.70
 20140103.180000    -0.58     2.07   165.75     0.39     0.00     3.48     3.75
 20140103.190000    -0.86     1.83   162.36     0.41     0.00     3.59     3.83
 20140103.200000    -1.12     1.53   158.06     0.42     0.00     3.70     3.94
 20140103.210000    -1.13     1.32   153.18     0.42     0.00     3.79     4.54
 20140103.220000    -1.16     1.08   148.45     0.42     0.00     3.85     4.79
 20140103.230000    -1.20     0.79   144.42     0.42     0.00     3.88     4.83
 20140104.000000    -1.23     0.36   141.28     0.41     0.00     3.90     4.86
 20140104.010000    -1.08    -0.31   138.99     0.40     0.00     3.90     4.87
 20140104.020000    -0.21    -0.95   137.44     0.39     0.00     3.89     4.87
 20140104.030000    -0.27    -0.96   136.49     0.38     0.00     3.88     4.86
 20140104.040000    -0.36    -0.96   136.07     0.38     0.00     3.86     4.86
 20140104.050000    -0.50    -0.92   136.07     0.37     0.00     3.84     4.86
 20140104.060000    -0.75    -0.76   136.41     0.37     0.00     3.84     4.87
 20140104.070000    -1.09    -0.11   136.98     0.36     0.00     3.85     4.90
 20140104.080000    -0.02     1.12   137.56     0.36     0.00     3.88     4.94
 20140104.090000    -0.09     1.34   137.86     0.36     0.00     3.90     4.99
 20140104.100000    -0.15     1.55   137.57     0.36     0.00     3.92     5.04
 20140104.110000    -0.21     1.76   136.71     0.35     0.00     3.93     5.09
 20140104.120000    -0.28     1.98   135.86     0.35     0.00     3.92     5.13
 20140104.130000    -0.34     2.19   135.83     0.35     0.00     3.88     5.18
 20140104.140000    -0.41     2.40   136.86     0.36     0.00     3.82     5.22
 20140104.150000    -0.94     2.43   137.62     0.36     0.00     3.76     5.26
 20140104.160000    -1.49     2.34   138.14     0.37     0.00     3.71     5.31
 20140104.170000    -2.00     2.16   137.74     0.39     0.00     3.68     5.38
 20140104.180000    -2.47     1.90   136.63     0.40     0.00     3.65     5.47
 20140104.190000    -2.89     1.58   134.91     0.42     0.00     3.63     5.57
 20140104.200000    -3.24     1.22   133.08     0.44     0.00     3.60     5.65
 20140104.210000    -3.51     0.88   131.26     0.46     0.00     3.56     5.66
 20140104.220000    -3.73     0.51   129.73     0.47     0.00     3.52     4.06
 20140104.230000    -3.92     0.14   128.47     0.48     0.00     3.49     4.05
 20140105.000000    -4.07    -0.25   127.07     0.49     0.00     3.46     4.08
 20140105.010000    -4.18    -0.63   125.49     0.50     0.00     3.42     4.10
 20140105.020000    -4.27    -1.01   123.29     0.51     0.00     3.37     4.11
 20140105.030000    -4.38    -0.47   121.88     0.51     0.00     3.32     4.11
 20140105.040000    -4.43     0.11   121.45     0.52     0.00     3.29     4.10
 20140105.050000    -4.39     0.70   121.62     0.52     0.00     3.27     4.09
 20140105.060000    -4.28     1.30   122.18     0.52     0.00     3.24     4.07
 20140105.070000    -4.08     1.88   123.05     0.52     0.00     3.22     4.05
 20140105.080000    -3.80     2.44   124.14     0.52     0.00     3.20     4.03
 20140105.090000    -4.07     2.32   124.92     0.52     0.00     3.20     3.99
 20140105.100000    -4.33     2.19   125.30     0.53     0.00     3.20     3.95
 20140105.110000    -4.58     2.06   125.40     0.54     0.00     3.21     3.87
 20140105.120000    -4.83     1.92   125.31     0.55     0.00     3.22     3.84
 20140105.130000    -5.06     1.79   125.10     0.56     0.00     3.24     3.85
 20140105.140000    -5.29     1.64   124.55     0.58     0.00     3.23     3.86
 20140105.150000    -5.28     1.37   124.49     0.59     0.01     3.23     3.87
 20140105.160000    -5.25     1.09   124.37     0.60     0.01     3.25     3.92
 20140105.170000    -5.21     0.81   124.28     0.60     0.01     3.26     3.97
 20140105.180000    -5.15     0.52   124.19     0.60     0.01     3.26     4.00
 20140105.190000    -5.08     0.23   124.10     0.60     0.01     3.26     4.02
 20140105.200000    -5.00    -0.06   123.98     0.59     0.01     3.27     4.02
 20140105.210000    -4.99    -0.15   123.82     0.59     0.01     3.28     4.02
 20140105.220000    -4.98    -0.24   123.71     0.60     0.01     3.29     4.01
 20140105.230000    -4.97    -0.33   123.64     0.60     0.01     3.32     4.01
 20140106.000000    -4.96    -0.41   123.59     0.61     0.01     3.36     4.01
 20140106.010000    -4.94    -0.50   123.58     0.62     0.02     3.40     4.02
 20140106.020000    -4.93    -0.59   123.61     0.63     0.02     3.45     4.05
 20140106.030000    -5.04    -0.08   123.85     0.64     0.02     3.49     4.07
 20140106.040000    -5.10     0.45   124.37     0.65     0.02     3.54     4.09
 20140106.050000    -5.10     0.98   125.10     0.66     0.02     3.58     4.09
 20140106.060000    -5.05     1.51   125.98     0.67     0.03     3.62     4.06
 20140106.070000    -4.95     2.03   127.00     0.68     0.03     3.65     4.03
 20140106.080000    -4.80     2.53   128.18     0.69     0.03     3.67     4.00
 20140106.090000    -5.10     2.32   129.10     0.70     0.03     3.68     3.97
 20140106.100000    -5.38     2.10   129.76     0.71     0.03     3.69     3.96
 20140106.110000    -5.64     1.87   130.18     0.72     0.03     3.70     3.98
