  Time              windx     windy     DIR    HS      HSWEll     TMM10     TPS
 20140801.080000     1.07     0.04   166.35     0.57     0.05     5.48     6.67
 20140801.090000     1.34     0.28   166.73     0.57     0.05     5.41     6.60
 20140801.100000     1.59     0.52   167.28     0.56     0.05     5.34     6.53
 20140801.110000     1.82     0.75   168.23     0.56     0.05     5.26     6.47
 20140801.120000     2.05     0.98   169.86     0.56     0.04     5.16     6.41
 20140801.130000     2.27     1.21   172.40     0.56     0.04     5.02     6.35
 20140801.140000     2.49     1.44   175.63     0.57     0.04     4.88     6.28
 20140801.150000     2.18     1.50   178.74     0.57     0.04     4.79     6.23
 20140801.160000     1.85     1.56   181.50     0.57     0.04     4.73     6.19
 20140801.170000     1.48     1.61   183.71     0.58     0.04     4.71     6.16
 20140801.180000     1.08     1.64   185.25     0.58     0.04     4.72     6.15
 20140801.190000     0.62     1.62   185.96     0.58     0.05     4.76     6.15
 20140801.200000     0.12     1.50   185.88     0.58     0.05     4.82     6.15
 20140801.210000     0.26     1.45   185.17     0.58     0.06     4.90     6.17
 20140801.220000     0.40     1.39   183.94     0.59     0.06     4.99     6.21
 20140801.230000     0.54     1.32   182.38     0.59     0.07     5.09     6.26
 20140802.000000     0.68     1.22   180.65     0.60     0.07     5.19     6.33
 20140802.010000     0.81     1.11   178.92     0.61     0.08     5.29     6.52
 20140802.020000     0.93     0.98   177.35     0.62     0.08     5.38     6.78
 20140802.030000     1.15     0.83   176.04     0.63     0.09     5.45     7.03
 20140802.040000     1.34     0.62   175.11     0.64     0.09     5.50     7.17
 20140802.050000     1.49     0.38   174.61     0.65     0.09     5.54     7.23
 20140802.060000     1.60     0.12   174.59     0.67     0.10     5.55     7.25
 20140802.070000     1.66    -0.16   175.03     0.68     0.10     5.55     7.24
 20140802.080000     1.68    -0.43   175.89     0.70     0.10     5.54     7.22
 20140802.090000     2.06    -0.05   177.15     0.71     0.11     5.52     7.20
 20140802.100000     2.37     0.36   178.81     0.73     0.11     5.48     7.19
 20140802.110000     2.62     0.77   180.70     0.75     0.12     5.44     7.23
 20140802.120000     2.83     1.17   182.51     0.76     0.12     5.41     7.45
 20140802.130000     3.01     1.57   184.26     0.78     0.13     5.38     7.79
 20140802.140000     3.18     1.95   185.88     0.79     0.14     5.34     8.02
 20140802.150000     2.73     1.97   186.78     0.81     0.14     5.33     8.23
 20140802.160000     2.26     1.99   186.82     0.82     0.15     5.35     8.37
 20140802.170000     1.74     2.00   186.34     0.82     0.15     5.39     8.42
 20140802.180000     1.16     1.98   185.38     0.82     0.16     5.44     8.42
 20140802.190000     0.49     1.87   183.97     0.82     0.16     5.52     8.39
 20140802.200000    -0.26     1.55   182.40     0.82     0.16     5.59     8.31
 20140802.210000    -0.04     1.62   180.87     0.82     0.16     5.65     8.23
 20140802.220000     0.19     1.65   179.41     0.82     0.16     5.70     8.13
 20140802.230000     0.42     1.65   178.09     0.82     0.16     5.73     8.04
 20140803.000000     0.66     1.62   176.96     0.82     0.15     5.74     7.95
 20140803.010000     0.88     1.55   176.06     0.82     0.15     5.73     7.85
 20140803.020000     1.09     1.47   175.41     0.82     0.14     5.70     7.75
 20140803.030000     1.41     1.35   175.05     0.82     0.14     5.66     7.63
 20140803.040000     1.70     1.18   175.01     0.82     0.13     5.61     7.47
 20140803.050000     1.96     0.97   175.36     0.83     0.12     5.54     7.33
 20140803.060000     2.18     0.75   176.16     0.83     0.12     5.48     7.21
 20140803.070000     2.37     0.50   177.48     0.84     0.11     5.42     7.10
 20140803.080000     2.53     0.25   179.31     0.86     0.11     5.37     6.99
 20140803.090000     2.78     0.39   181.58     0.88     0.11     5.34     6.84
 20140803.100000     3.02     0.54   184.18     0.90     0.11     5.32     6.60
 20140803.110000     3.25     0.69   186.98     0.92     0.11     5.30     5.29
 20140803.120000     3.48     0.84   189.87     0.95     0.11     5.29     5.28
 20140803.130000     3.72     0.99   192.76     0.97     0.11     5.27     5.24
 20140803.140000     3.95     1.13   195.56     1.00     0.11     5.25     5.21
 20140803.150000     3.37     0.98   197.60     1.01     0.11     5.25     5.20
 20140803.160000     2.79     0.84   199.03     1.01     0.12     5.26     5.18
 20140803.170000     2.22     0.69   199.99     1.00     0.12     5.28     5.17
 20140803.180000     1.64     0.54   200.47     0.99     0.12     5.29     5.15
 20140803.190000     1.07     0.39   200.49     0.97     0.12     5.31     5.12
 20140803.200000     0.48     0.24   200.26     0.94     0.12     5.32     5.09
 20140803.210000     0.64     0.36   199.76     0.92     0.11     5.32     5.05
