  Time              windx     windy     DIR    HS      HSWEll     TMM10     TPS
 20140701.080000    -3.18    -0.23   157.02     0.86     0.06     5.49     6.32
 20140701.090000    -2.87    -0.01   156.93     0.90     0.06     5.55     6.39
 20140701.100000    -2.54     0.24   157.02     0.92     0.06     5.63     6.46
 20140701.110000    -2.17     0.55   157.12     0.94     0.07     5.71     6.52
 20140701.120000    -1.68     0.93   157.23     0.95     0.07     5.79     6.57
 20140701.130000    -0.86     1.36   157.31     0.95     0.07     5.84     6.61
 20140701.140000     0.59     1.15   157.32     0.95     0.07     5.88     6.64
 20140701.150000     0.22     1.47   157.37     0.94     0.07     5.90     6.66
 20140701.160000    -0.26     1.65   157.53     0.93     0.07     5.91     6.68
 20140701.170000    -0.79     1.69   157.89     0.92     0.07     5.90     6.68
 20140701.180000    -1.31     1.59   158.54     0.91     0.07     5.87     6.69
 20140701.190000    -1.77     1.39   159.49     0.91     0.06     5.83     6.69
 20140701.200000    -2.16     1.12   160.66     0.90     0.06     5.77     6.68
 20140701.210000    -2.19     1.46   161.97     0.90     0.06     5.71     6.68
 20140701.220000    -2.20     1.78   163.28     0.89     0.06     5.64     6.67
 20140701.230000    -2.18     2.10   164.45     0.89     0.05     5.57     6.66
 20140702.000000    -2.15     2.40   165.42     0.88     0.05     5.48     6.64
 20140702.010000    -2.11     2.69   166.17     0.88     0.05     5.37     6.62
 20140702.020000    -2.06     2.97   166.73     0.88     0.04     5.25     6.59
 20140702.030000    -1.96     2.73   167.16     0.87     0.04     5.14     6.55
 20140702.040000    -1.87     2.49   167.47     0.87     0.04     5.05     6.50
 20140702.050000    -1.77     2.26   167.67     0.86     0.03     4.98     6.43
 20140702.060000    -1.68     2.02   167.84     0.85     0.03     4.92     6.35
 20140702.070000    -1.58     1.77   168.03     0.83     0.03     4.87     6.18
 20140702.080000    -1.48     1.53   168.26     0.82     0.02     4.82     6.03
 20140702.090000    -1.39     1.80   168.54     0.80     0.02     4.78     5.91
 20140702.100000    -1.29     2.06   168.83     0.78     0.02     4.74     5.82
 20140702.110000    -1.18     2.30   169.13     0.77     0.02     4.70     5.74
 20140702.120000    -1.06     2.53   169.46     0.75     0.01     4.66     5.59
 20140702.130000    -0.93     2.74   169.84     0.74     0.01     4.62     5.52
 20140702.140000    -0.79     2.95   170.24     0.73     0.01     4.57     5.47
 20140702.150000    -1.08     2.77   170.65     0.72     0.01     4.54     5.44
 20140702.160000    -1.36     2.56   171.05     0.71     0.01     4.50     5.41
 20140702.170000    -1.63     2.30   171.41     0.70     0.01     4.47     5.39
 20140702.180000    -1.89     1.99   171.69     0.70     0.01     4.44     5.37
 20140702.190000    -2.11     1.64   171.85     0.69     0.01     4.41     5.35
 20140702.200000    -2.28     1.24   171.88     0.68     0.01     4.38     5.33
 20140702.210000    -2.26     1.51   171.68     0.67     0.01     4.35     5.32
 20140702.220000    -2.23     1.77   171.24     0.65     0.01     4.32     5.30
 20140702.230000    -2.18     2.02   170.60     0.64     0.01     4.29     5.29
 20140703.000000    -2.11     2.27   169.79     0.63     0.00     4.25     5.28
 20140703.010000    -2.04     2.50   168.89     0.63     0.00     4.21     5.27
 20140703.020000    -1.96     2.72   168.01     0.62     0.00     4.17     5.26
 20140703.030000    -1.91     2.54   167.27     0.61     0.00     4.13     5.24
 20140703.040000    -1.86     2.36   166.68     0.61     0.00     4.10     5.16
 20140703.050000    -1.81     2.18   166.19     0.60     0.00     4.08     5.07
 20140703.060000    -1.75     1.99   165.81     0.59     0.00     4.05     4.96
 20140703.070000    -1.70     1.81   165.55     0.59     0.00     4.03     4.86
 20140703.080000    -1.64     1.62   165.40     0.58     0.00     4.02     4.79
 20140703.090000    -1.52     1.89   165.34     0.58     0.00     4.00     4.71
 20140703.100000    -1.36     2.15   165.38     0.58     0.00     3.98     4.66
 20140703.110000    -1.19     2.38   165.53     0.57     0.00     3.96     4.64
 20140703.120000    -1.01     2.60   165.78     0.57     0.00     3.94     4.62
 20140703.130000    -0.82     2.79   166.12     0.57     0.00     3.92     4.61
 20140703.140000    -0.62     2.96   166.51     0.56     0.00     3.90     4.60
 20140703.150000    -0.94     2.84   166.89     0.56     0.00     3.87     4.59
 20140703.160000    -1.26     2.67   167.24     0.56     0.00     3.85     4.58
 20140703.170000    -1.58     2.45   167.53     0.55     0.00     3.83     4.57
 20140703.180000    -1.87     2.19   167.75     0.55     0.00     3.80     4.55
 20140703.190000    -2.14     1.88   167.88     0.54     0.00     3.78     4.54
 20140703.200000    -2.36     1.52   167.87     0.53     0.00     3.75     4.52
 20140703.210000    -2.28     1.82   167.69     0.52     0.00     3.71     4.51
 20140703.220000    -2.18     2.10   167.33     0.52     0.00     3.68     4.49
 20140703.230000    -2.05     2.37   166.82     0.51     0.00     3.64     4.47
 20140704.000000    -1.90     2.63   166.24     0.50     0.00     3.60     4.44
 20140704.010000    -1.74     2.87   165.69     0.50     0.00     3.56     4.41
 20140704.020000    -1.57     3.09   165.28     0.50     0.00     3.52     4.36
 20140704.030000    -1.65     2.79   165.05     0.50     0.00     3.50     4.25
 20140704.040000    -1.73     2.48   164.90     0.50     0.00     3.50     4.15
 20140704.050000    -1.81     2.16   164.80     0.50     0.00     3.51     4.10
 20140704.060000    -1.87     1.81   164.74     0.50     0.00     3.53     4.09
 20140704.070000    -1.90     1.43   164.73     0.50     0.00     3.56     4.10
 20140704.080000    -1.91     1.03   164.88     0.50     0.00     3.61     4.13
 20140704.090000    -1.88     1.37   165.05     0.50     0.00     3.66     4.18
 20140704.100000    -1.82     1.69   165.06     0.50     0.00     3.70     4.22
 20140704.110000    -1.73     2.00   165.08     0.50     0.00     3.73     4.26
 20140704.120000    -1.62     2.29   165.16     0.51     0.00     3.74     4.30
 20140704.130000    -1.49     2.56   165.34     0.51     0.00     3.74     4.32
 20140704.140000    -1.36     2.82   165.60     0.51     0.00     3.74     4.34
 20140704.150000    -1.75     2.74   165.78     0.52     0.00     3.72     4.35
 20140704.160000    -2.13     2.62   165.76     0.52     0.00     3.69     4.36
 20140704.170000    -2.48     2.46   165.57     0.52     0.00     3.66     4.36
 20140704.180000    -2.82     2.27   165.02     0.52     0.00     3.62     4.35
 20140704.190000    -3.12     2.06   164.22     0.52     0.00     3.58     4.32
 20140704.200000    -3.41     1.82   163.08     0.53     0.00     3.54     4.29
 20140704.210000    -3.19     2.07   162.05     0.53     0.00     3.52     4.24
 20140704.220000    -2.95     2.31   161.14     0.52     0.00     3.51     4.20
 20140704.230000    -2.68     2.54   160.44     0.52     0.00     3.50     4.17
 20140705.000000    -2.38     2.74   160.12     0.52     0.00     3.51     4.16
