  Time              windx     windy     DIR    HS      HSWEll     TMM10     TPS
 20140301.080000    -3.87     0.79   161.17     0.56     0.00     3.43     4.11
 20140301.090000    -3.84     1.27   164.13     0.58     0.00     3.51     4.17
 20140301.100000    -3.74     1.74   166.64     0.60     0.00     3.59     4.24
 20140301.110000    -3.59     2.20   168.83     0.62     0.00     3.66     4.31
 20140301.120000    -3.39     2.64   170.71     0.63     0.00     3.73     4.44
 20140301.130000    -3.15     3.06   172.20     0.65     0.00     3.79     4.52
 20140301.140000    -2.87     3.43   173.28     0.66     0.01     3.83     4.57
 20140301.150000    -3.06     3.15   173.87     0.67     0.01     3.85     4.59
 20140301.160000    -3.24     2.85   174.01     0.68     0.01     3.87     4.60
 20140301.170000    -3.41     2.53   173.82     0.68     0.01     3.87     4.60
 20140301.180000    -3.55     2.18   173.42     0.68     0.01     3.86     4.60
 20140301.190000    -3.66     1.81   172.93     0.67     0.01     3.84     4.59
 20140301.200000    -3.74     1.43   172.45     0.67     0.01     3.83     4.59
 20140301.210000    -3.86     1.36   171.92     0.67     0.01     3.82     4.58
 20140301.220000    -3.97     1.28   171.42     0.67     0.01     3.81     4.58
 20140301.230000    -4.09     1.21   171.02     0.67     0.01     3.81     4.58
 20140302.000000    -4.19     1.13   170.70     0.67     0.01     3.82     4.59
 20140302.010000    -4.30     1.05   170.42     0.68     0.01     3.84     4.60
 20140302.020000    -4.40     0.98   170.15     0.69     0.01     3.85     4.61
 20140302.030000    -4.37     0.83   170.06     0.69     0.01     3.87     4.63
 20140302.040000    -4.34     0.67   170.07     0.69     0.01     3.89     4.64
 20140302.050000    -4.30     0.52   170.10     0.70     0.01     3.91     4.66
 20140302.060000    -4.25     0.37   170.13     0.70     0.01     3.93     4.68
 20140302.070000    -4.20     0.21   170.17     0.70     0.01     3.94     4.70
 20140302.080000    -4.14     0.05   170.23     0.70     0.01     3.96     4.73
 20140302.090000    -4.13     0.63   170.23     0.70     0.01     3.97     4.76
 20140302.100000    -4.02     1.22   170.26     0.70     0.01     3.98     4.80
 20140302.110000    -3.82     1.81   170.32     0.70     0.01     3.99     4.83
 20140302.120000    -3.53     2.38   170.40     0.70     0.01     3.99     4.85
 20140302.130000    -3.15     2.91   170.47     0.70     0.01     3.99     4.87
 20140302.140000    -2.69     3.37   170.54     0.70     0.00     3.98     4.87
 20140302.150000    -3.02     3.07   170.39     0.70     0.00     3.96     4.87
 20140302.160000    -3.33     2.73   170.00     0.69     0.00     3.94     4.87
 20140302.170000    -3.61     2.35   169.43     0.69     0.00     3.91     4.85
