  Time              windx     windy     DIR    HS      HSWEll     TMM10     TPS
 20140401.080000    -3.55    -0.51   163.95     0.97     0.01     5.08     5.93
 20140401.090000    -3.60     0.05   164.24     1.00     0.02     5.11     6.00
 20140401.100000    -3.55     0.65   164.51     1.01     0.02     5.19     6.04
 20140401.110000    -3.38     1.28   164.64     1.02     0.02     5.24     6.07
 20140401.120000    -3.09     1.89   164.69     1.03     0.02     5.27     6.08
 20140401.130000    -2.67     2.46   164.73     1.02     0.02     5.28     6.09
 20140401.140000    -2.15     2.94   164.76     1.01     0.02     5.25     6.08
 20140401.150000    -2.28     2.81   164.76     0.99     0.02     5.20     6.06
 20140401.160000    -2.40     2.66   164.68     0.95     0.01     5.12     6.03
 20140401.170000    -2.52     2.51   164.54     0.92     0.01     5.03     5.99
 20140401.180000    -2.63     2.35   164.35     0.88     0.01     4.92     5.94
 20140401.190000    -2.73     2.19   164.10     0.85     0.01     4.80     5.88
 20140401.200000    -2.83     2.02   163.79     0.81     0.01     4.68     5.81
 20140401.210000    -3.10     1.84   163.34     0.78     0.01     4.55     5.71
 20140401.220000    -3.35     1.65   162.73     0.75     0.00     4.42     5.60
 20140401.230000    -3.59     1.45   161.96     0.72     0.00     4.30     5.52
 20140402.000000    -3.80     1.24   161.01     0.70     0.00     4.17     5.45
 20140402.010000    -4.00     1.02   159.89     0.68     0.00     4.06     5.38
 20140402.020000    -4.19     0.80   158.60     0.66     0.00     3.95     5.32
 20140402.030000    -4.02     0.66   157.59     0.64     0.00     3.86     5.25
 20140402.040000    -3.84     0.53   156.83     0.62     0.00     3.78     5.12
 20140402.050000    -3.66     0.39   156.24     0.60     0.00     3.71     5.03
 20140402.060000    -3.48     0.25   155.88     0.58     0.00     3.64     4.96
 20140402.070000    -3.29     0.11   155.70     0.57     0.00     3.59     4.90
 20140402.080000    -3.10    -0.03   155.76     0.55     0.00     3.55     4.85
 20140402.090000    -3.22     0.71   155.59     0.53     0.00     3.53     4.80
 20140402.100000    -3.15     1.49   155.26     0.52     0.00     3.48     4.72
 20140402.110000    -2.89     2.27   154.98     0.51     0.00     3.43     4.64
 20140402.120000    -2.46     2.98   155.13     0.51     0.00     3.39     4.58
 20140402.130000    -1.90     3.58   155.52     0.51     0.00     3.35     4.54
 20140402.140000    -1.26     4.06   156.54     0.51     0.00     3.30     4.50
 20140402.150000    -1.48     3.69   157.24     0.51     0.00     3.30     4.47
 20140402.160000    -1.71     3.28   157.47     0.51     0.00     3.30     4.45
 20140402.170000    -1.93     2.83   157.48     0.51     0.00     3.31     4.43
 20140402.180000    -2.13     2.32   157.41     0.50     0.00     3.32     4.42
 20140402.190000    -2.29     1.74   157.35     0.49     0.00     3.33     4.41
 20140402.200000    -2.36     1.10   157.60     0.48     0.00     3.36     4.40
 20140402.210000    -2.69     1.06   158.03     0.47     0.00     3.41     4.39
 20140402.220000    -3.01     1.02   157.73     0.46     0.00     3.40     4.39
 20140402.230000    -3.32     0.97   156.91     0.45     0.00     3.36     4.38
 20140403.000000    -3.63     0.93   155.48     0.45     0.00     3.31     4.36
 20140403.010000    -3.94     0.88   153.50     0.45     0.00     3.25     4.34
 20140403.020000    -4.24     0.84   150.63     0.46     0.00     3.18     4.30
 20140403.030000    -4.05     0.81   148.05     0.47     0.00     3.12     4.24
 20140403.040000    -3.86     0.78   147.10     0.47     0.00     3.12     4.17
 20140403.050000    -3.68     0.75   147.05     0.47     0.00     3.12     4.12
 20140403.060000    -3.49     0.72   147.56     0.47     0.00     3.13     4.10
 20140403.070000    -3.30     0.69   148.46     0.46     0.00     3.15     4.08
 20140403.080000    -3.12     0.66   149.97     0.46     0.00     3.17     4.08
 20140403.090000    -2.98     1.02   153.22     0.46     0.00     3.24     4.10
 20140403.100000    -2.79     1.39   156.69     0.46     0.00     3.31     4.12
 20140403.110000    -2.55     1.74   159.84     0.47     0.00     3.39     4.16
 20140403.120000    -2.24     2.06   162.71     0.48     0.00     3.46     4.21
 20140403.130000    -1.88     2.35   165.26     0.49     0.00     3.55     4.27
 20140403.140000    -1.47     2.59   167.28     0.50     0.00     3.63     4.32
 20140403.150000    -1.50     2.45   168.95     0.51     0.00     3.71     4.39
 20140403.160000    -1.52     2.30   169.93     0.52     0.00     3.77     4.45
 20140403.170000    -1.54     2.16   170.46     0.52     0.00     3.80     4.49
 20140403.180000    -1.55     2.01   170.72     0.53     0.00     3.82     4.51
 20140403.190000    -1.57     1.85   170.82     0.53     0.00     3.82     4.52
 20140403.200000    -1.58     1.69   170.86     0.52     0.00     3.81     4.52
 20140403.210000    -1.93     1.50   170.82     0.51     0.00     3.79     4.51
 20140403.220000    -2.24     1.27   170.66     0.51     0.00     3.76     4.50
 20140403.230000    -2.52     0.99   170.35     0.50     0.00     3.72     4.49
