  Time              windx     windy     DIR    HS      HSWEll     TMM10     TPS
 20141201.080000    -4.55    -1.38   135.35     0.85     0.01     4.29     5.64
 20141201.090000    -4.97    -1.10   133.37     0.84     0.01     4.23     5.61
 20141201.100000    -5.35    -0.80   131.11     0.84     0.01     4.17     5.59
 20141201.110000    -5.72    -0.50   129.06     0.85     0.01     4.16     5.58
 20141201.120000    -6.07    -0.20   127.26     0.88     0.02     4.19     5.61
 20141201.130000    -6.40     0.11   125.73     0.92     0.03     4.27     5.69
 20141201.140000    -6.72     0.41   124.80     0.99     0.05     4.40     5.79
 20141201.150000    -6.77    -0.03   124.20     1.05     0.06     4.57     5.89
 20141201.160000    -6.79    -0.48   123.58     1.11     0.08     4.73     6.05
 20141201.170000    -6.78    -0.93   122.74     1.16     0.09     4.86     6.20
 20141201.180000    -6.75    -1.38   121.59     1.19     0.09     4.94     6.26
 20141201.190000    -6.68    -1.83   120.22     1.20     0.09     4.99     6.28
 20141201.200000    -6.59    -2.27   118.70     1.21     0.09     4.99     6.30
 20141201.210000    -6.53    -2.44   117.28     1.20     0.09     4.97     6.32
 20141201.220000    -6.46    -2.62   116.07     1.19     0.09     4.93     6.34
 20141201.230000    -6.39    -2.79   115.05     1.18     0.09     4.89     6.33
 20141202.000000    -6.31    -2.97   114.19     1.17     0.09     4.85     6.30
 20141202.010000    -6.23    -3.14   113.50     1.16     0.10     4.83     6.24
 20141202.020000    -6.14    -3.31   112.95     1.16     0.11     4.83     6.19
 20141202.030000    -5.72    -3.41   112.84     1.16     0.12     4.87     6.16
 20141202.040000    -5.28    -3.51   112.94     1.16     0.14     4.92     6.18
 20141202.050000    -4.83    -3.60   113.23     1.15     0.17     4.98     6.22
 20141202.060000    -4.36    -3.68   113.71     1.15     0.19     5.04     6.30
 20141202.070000    -3.87    -3.75   114.43     1.15     0.21     5.09     6.42
 20141202.080000    -3.36    -3.80   115.47     1.14     0.22     5.14     6.53
 20141202.090000    -3.84    -3.47   116.53     1.13     0.23     5.19     6.63
 20141202.100000    -4.29    -3.10   117.25     1.14     0.24     5.20     6.72
 20141202.110000    -4.69    -2.67   117.83     1.15     0.25     5.22     6.83
 20141202.120000    -5.05    -2.21   118.29     1.17     0.26     5.27     6.98
 20141202.130000    -5.35    -1.72   118.65     1.20     0.27     5.33     7.07
 20141202.140000    -5.61    -1.21   118.91     1.23     0.28     5.40     7.15
 20141202.150000    -5.67    -1.45   119.02     1.26     0.29     5.48     7.22
 20141202.160000    -5.72    -1.68   118.99     1.29     0.31     5.56     7.30
 20141202.170000    -5.76    -1.92   118.90     1.31     0.32     5.62     7.38
 20141202.180000    -5.80    -2.15   118.83     1.31     0.32     5.64     7.45
 20141202.190000    -5.83    -2.39   118.82     1.32     0.32     5.63     7.52
 20141202.200000    -5.86    -2.62   118.88     1.32     0.32     5.60     7.58
 20141202.210000    -5.82    -2.63   119.14     1.31     0.31     5.56     7.62
 20141202.220000    -5.78    -2.64   119.57     1.30     0.30     5.52     7.65
 20141202.230000    -5.74    -2.65   120.12     1.30     0.28     5.47     7.65
 20141203.000000    -5.70    -2.66   120.78     1.28     0.26     5.41     7.59
 20141203.010000    -5.66    -2.67   121.53     1.27     0.25     5.35     7.47
 20141203.020000    -5.61    -2.68   122.36     1.26     0.23     5.29     7.30
 20141203.030000    -5.54    -2.40   123.45     1.25     0.22     5.23     6.15
 20141203.040000    -5.46    -2.10   124.77     1.23     0.20     5.18     6.09
 20141203.050000    -5.37    -1.80   126.25     1.22     0.19     5.14     6.04
 20141203.060000    -5.27    -1.50   127.90     1.20     0.18     5.09     5.99
 20141203.070000    -5.16    -1.19   129.70     1.19     0.18     5.05     5.94
