  Time              windx     windy     DIR    HS      HSWEll     TMM10     TPS
 20140601.080000    -2.08     2.54   168.87     0.74     0.00     4.29     5.10
 20140601.090000    -2.02     2.86   169.59     0.75     0.00     4.33     5.14
 20140601.100000    -1.95     3.17   169.97     0.76     0.00     4.34     5.16
 20140601.110000    -1.87     3.47   170.13     0.76     0.00     4.34     5.17
 20140601.120000    -1.79     3.76   170.12     0.76     0.00     4.32     5.16
 20140601.130000    -1.70     4.04   170.00     0.76     0.00     4.29     5.15
 20140601.140000    -1.61     4.31   169.82     0.76     0.00     4.24     5.11
 20140601.150000    -1.76     4.10   169.60     0.75     0.00     4.19     5.08
 20140601.160000    -1.89     3.89   169.31     0.74     0.00     4.15     5.03
 20140601.170000    -2.03     3.66   168.99     0.73     0.00     4.10     4.99
 20140601.180000    -2.16     3.42   168.70     0.71     0.00     4.05     4.94
 20140601.190000    -2.28     3.17   168.45     0.70     0.00     4.00     4.89
 20140601.200000    -2.40     2.91   168.23     0.68     0.00     3.95     4.84
 20140601.210000    -2.27     2.72   168.11     0.67     0.00     3.90     4.78
 20140601.220000    -2.14     2.54   168.09     0.66     0.00     3.87     4.72
 20140601.230000    -2.01     2.36   168.20     0.65     0.00     3.86     4.67
 20140602.000000    -1.89     2.18   168.49     0.64     0.00     3.86     4.64
 20140602.010000    -1.76     1.99   169.04     0.64     0.00     3.87     4.63
 20140602.020000    -1.63     1.81   169.92     0.64     0.00     3.91     4.63
 20140602.030000    -1.51     1.95   171.23     0.64     0.00     3.97     4.65
 20140602.040000    -1.39     2.08   172.80     0.65     0.00     4.04     4.68
 20140602.050000    -1.25     2.19   174.35     0.65     0.00     4.11     4.73
 20140602.060000    -1.11     2.30   175.70     0.67     0.00     4.18     4.78
 20140602.070000    -0.96     2.40   176.71     0.68     0.00     4.23     4.84
 20140602.080000    -0.81     2.49   177.29     0.68     0.00     4.26     4.88
 20140602.090000    -0.70     2.79   177.47     0.69     0.00     4.27     4.91
 20140602.100000    -0.58     3.08   177.30     0.69     0.00     4.26     4.91
 20140602.110000    -0.46     3.35   176.91     0.69     0.00     4.23     4.91
 20140602.120000    -0.34     3.63   176.37     0.69     0.00     4.18     4.90
 20140602.130000    -0.22     3.89   175.79     0.68     0.00     4.13     4.89
 20140602.140000    -0.10     4.15   175.24     0.68     0.00     4.06     4.86
 20140602.150000    -0.47     4.16   174.68     0.67     0.00     3.99     4.83
 20140602.160000    -0.84     4.13   174.07     0.66     0.00     3.92     4.79
 20140602.170000    -1.20     4.08   173.46     0.65     0.00     3.85     4.74
 20140602.180000    -1.57     3.98   172.83     0.64     0.00     3.78     4.66
 20140602.190000    -1.92     3.86   172.14     0.63     0.00     3.72     4.58
 20140602.200000    -2.26     3.71   171.32     0.63     0.00     3.66     4.50
 20140602.210000    -2.06     3.68   170.70     0.62     0.00     3.63     4.44
 20140602.220000    -1.86     3.64   170.26     0.62     0.00     3.63     4.40
 20140602.230000    -1.65     3.59   169.96     0.63     0.00     3.65     4.36
 20140603.000000    -1.43     3.54   169.87     0.64     0.00     3.69     4.35
 20140603.010000    -1.22     3.49   170.05     0.65     0.00     3.76     4.38
 20140603.020000    -1.00     3.42   170.56     0.67     0.00     3.84     4.47
 20140603.030000    -1.13     3.32   171.32     0.69     0.00     3.94     4.57
 20140603.040000    -1.27     3.21   172.23     0.71     0.00     4.05     4.64
 20140603.050000    -1.40     3.10   173.09     0.74     0.00     4.15     4.72
 20140603.060000    -1.53     2.98   173.74     0.76     0.00     4.24     4.86
 20140603.070000    -1.65     2.85   174.09     0.78     0.00     4.32     4.98
 20140603.080000    -1.77     2.71   174.12     0.79     0.00     4.38     5.04
 20140603.090000    -1.63     3.06   173.86     0.80     0.00     4.42     5.08
 20140603.100000    -1.48     3.39   173.38     0.81     0.00     4.45     5.11
 20140603.110000    -1.32     3.70   172.77     0.82     0.00     4.47     5.14
 20140603.120000    -1.15     3.99   172.13     0.82     0.00     4.47     5.17
 20140603.130000    -0.98     4.27   171.54     0.82     0.00     4.46     5.20
 20140603.140000    -0.80     4.54   171.10     0.83     0.00     4.44     5.23
 20140603.150000    -1.27     4.36   170.67     0.82     0.00     4.42     5.25
 20140603.160000    -1.74     4.13   170.25     0.82     0.00     4.40     5.26
 20140603.170000    -2.21     3.83   169.84     0.81     0.00     4.36     5.25
 20140603.180000    -2.64     3.45   169.38     0.80     0.00     4.31     5.22
 20140603.190000    -3.04     3.02   168.87     0.78     0.00     4.26     5.18
 20140603.200000    -3.39     2.52   168.37     0.77     0.00     4.21     5.13
 20140603.210000    -3.14     2.53   168.02     0.76     0.00     4.17     5.08
 20140603.220000    -2.88     2.53   167.79     0.75     0.00     4.14     5.04
 20140603.230000    -2.61     2.54   167.68     0.74     0.00     4.12     5.00
 20140604.000000    -2.34     2.53   167.74     0.73     0.00     4.11     4.98
 20140604.010000    -2.06     2.52   168.04     0.73     0.00     4.13     4.98
 20140604.020000    -1.77     2.50   168.63     0.74     0.00     4.18     5.01
 20140604.030000    -1.80     2.38   169.34     0.75     0.00     4.25     5.05
 20140604.040000    -1.83     2.27   170.05     0.76     0.00     4.33     5.11
 20140604.050000    -1.86     2.15   170.62     0.78     0.00     4.42     5.18
 20140604.060000    -1.88     2.03   170.98     0.80     0.00     4.49     5.26
 20140604.070000    -1.90     1.91   171.11     0.81     0.00     4.55     5.34
 20140604.080000    -1.92     1.78   171.03     0.82     0.01     4.59     5.40
 20140604.090000    -1.83     2.22   170.79     0.83     0.01     4.61     5.43
 20140604.100000    -1.71     2.64   170.45     0.83     0.01     4.62     5.45
 20140604.110000    -1.56     3.02   170.05     0.82     0.01     4.60     5.46
 20140604.120000    -1.39     3.39   169.65     0.82     0.01     4.57     5.46
 20140604.130000    -1.22     3.73   169.31     0.81     0.01     4.52     5.45
 20140604.140000    -1.04     4.05   169.07     0.80     0.00     4.46     5.44
 20140604.150000    -1.61     3.94   168.85     0.79     0.00     4.39     5.42
 20140604.160000    -2.17     3.73   168.59     0.78     0.00     4.33     5.40
 20140604.170000    -2.71     3.44   168.26     0.77     0.00     4.26     5.37
 20140604.180000    -3.21     3.08   167.79     0.76     0.00     4.19     5.34
 20140604.190000    -3.65     2.65   167.11     0.74     0.00     4.12     5.30
 20140604.200000    -4.03     2.16   166.11     0.73     0.00     4.04     5.25
 20140604.210000    -3.84     2.44   165.10     0.72     0.00     3.98     5.07
 20140604.220000    -3.63     2.71   164.17     0.71     0.00     3.92     4.90
 20140604.230000    -3.39     2.97   163.35     0.70     0.00     3.88     4.79
 20140605.000000    -3.13     3.21   162.76     0.70     0.00     3.85     4.73
 20140605.010000    -2.85     3.43   162.55     0.70     0.00     3.86     4.71
 20140605.020000    -2.55     3.63   162.80     0.71     0.00     3.89     4.72
 20140605.030000    -2.44     3.34   163.49     0.73     0.00     3.96     4.74
 20140605.040000    -2.33     3.05   164.45     0.75     0.00     4.07     4.78
 20140605.050000    -2.21     2.76   165.41     0.78     0.00     4.20     4.90
 20140605.060000    -2.10     2.46   166.16     0.81     0.00     4.32     5.03
 20140605.070000    -1.98     2.16   166.54     0.83     0.00     4.44     5.12
 20140605.080000    -1.86     1.86   166.53     0.85     0.00     4.54     5.18
 20140605.090000    -1.82     2.18   166.18     0.87     0.00     4.64     5.28
 20140605.100000    -1.77     2.49   165.61     0.89     0.01     4.73     5.41
 20140605.110000    -1.71     2.78   164.81     0.90     0.01     4.80     5.50
 20140605.120000    -1.63     3.06   163.91     0.91     0.01     4.86     5.57
 20140605.130000    -1.55     3.34   163.05     0.92     0.01     4.91     5.62
 20140605.140000    -1.47     3.60   162.30     0.93     0.01     4.95     5.68
 20140605.150000    -1.70     3.44   161.68     0.93     0.01     4.97     5.74
 20140605.160000    -1.93     3.25   161.18     0.93     0.01     4.98     5.81
 20140605.170000    -2.15     3.04   160.80     0.93     0.02     4.98     5.87
 20140605.180000    -2.36     2.82   160.53     0.92     0.02     4.97     5.91
 20140605.190000    -2.55     2.57   160.34     0.91     0.02     4.95     5.93
 20140605.200000    -2.72     2.30   160.20     0.90     0.02     4.92     5.95
 20140605.210000    -2.40     2.38   160.15     0.88     0.01     4.89     5.95
 20140605.220000    -2.05     2.45   160.15     0.87     0.01     4.85     5.95
 20140605.230000    -1.68     2.50   160.21     0.85     0.01     4.81     5.94
 20140606.000000    -1.28     2.52   160.33     0.84     0.01     4.76     5.92
 20140606.010000    -0.85     2.50   160.52     0.82     0.01     4.72     5.90
 20140606.020000    -0.40     2.43   160.80     0.80     0.01     4.68     5.87
 20140606.030000    -0.85     2.43   161.37     0.79     0.01     4.65     5.83
 20140606.040000    -1.31     2.35   161.96     0.77     0.01     4.63     5.80
 20140606.050000    -1.75     2.20   162.45     0.76     0.01     4.60     5.74
 20140606.060000    -2.16     1.97   162.82     0.76     0.01     4.58     5.68
 20140606.070000    -2.53     1.70   163.01     0.76     0.01     4.57     5.63
 20140606.080000    -2.84     1.39   162.93     0.76     0.01     4.57     5.61
 20140606.090000    -2.55     1.90   162.71     0.77     0.01     4.60     5.61
 20140606.100000    -2.09     2.42   162.37     0.78     0.01     4.64     5.64
 20140606.110000    -1.46     2.86   161.94     0.79     0.01     4.70     5.68
 20140606.120000    -0.65     3.16   161.51     0.81     0.01     4.75     5.74
 20140606.130000     0.28     3.23   161.12     0.82     0.01     4.81     5.80
 20140606.140000     1.21     3.03   160.84     0.83     0.02     4.85     5.86
 20140606.150000     0.83     2.94   160.59     0.84     0.02     4.90     5.91
 20140606.160000     0.42     2.81   160.42     0.84     0.02     4.93     5.95
 20140606.170000    -0.04     2.63   160.38     0.84     0.02     4.95     5.98
 20140606.180000    -0.52     2.36   160.46     0.84     0.02     4.97     6.01
 20140606.190000    -1.01     1.97   160.67     0.83     0.02     4.97     6.03
 20140606.200000    -1.43     1.40   160.95     0.83     0.02     4.97     6.05
 20140606.210000    -1.32     1.55   161.25     0.81     0.02     4.98     6.07
 20140606.220000    -1.20     1.68   161.61     0.80     0.02     4.99     6.08
 20140606.230000    -1.07     1.81   162.00     0.78     0.02     4.99     6.08
 20140607.000000    -0.93     1.93   162.41     0.77     0.02     4.97     6.08
 20140607.010000    -0.78     2.03   162.85     0.76     0.02     4.93     6.08
 20140607.020000    -0.62     2.12   163.34     0.74     0.02     4.89     6.07
 20140607.030000    -0.11     2.43   163.90     0.73     0.02     4.83     6.05
 20140607.040000     0.48     2.61   164.57     0.72     0.01     4.75     6.02
 20140607.050000     1.09     2.67   165.50     0.71     0.01     4.67     5.99
 20140607.060000     1.68     2.62   166.90     0.70     0.01     4.57     5.95
 20140607.070000     2.23     2.48   169.03     0.70     0.01     4.46     5.90
 20140607.080000     2.73     2.28   172.17     0.70     0.01     4.36     5.84
 20140607.090000     3.44     1.84   177.18     0.71     0.01     4.24     5.76
 20140607.100000     4.05     1.28   184.78     0.72     0.01     4.15     5.48
 20140607.110000     4.54     0.66   195.41     0.75     0.01     4.10     5.34
 20140607.120000     4.93     0.00   209.09     0.78     0.01     4.09     5.31
 20140607.130000     5.24    -0.67   222.99     0.82     0.01     4.11     5.29
 20140607.140000     5.46    -1.34   234.41     0.87     0.01     4.16     5.25
 20140607.150000     4.93    -1.36   241.19     0.90     0.01     4.24     5.12
 20140607.160000     4.40    -1.39   244.79     0.90     0.01     4.32     5.16
 20140607.170000     3.86    -1.41   246.28     0.90     0.01     4.37     5.21
 20140607.180000     3.31    -1.43   245.92     0.88     0.01     4.40     5.24
 20140607.190000     2.75    -1.45   243.48     0.86     0.01     4.44     5.26
 20140607.200000     2.16    -1.46   239.37     0.82     0.01     4.49     5.26
 20140607.210000     2.07    -1.29   234.17     0.78     0.01     4.54     5.26
 20140607.220000     1.98    -1.13   227.98     0.75     0.01     4.57     5.25
 20140607.230000     1.89    -0.96   221.03     0.72     0.01     4.60     5.25
 20140608.000000     1.79    -0.79   213.67     0.70     0.01     4.63     5.26
 20140608.010000     1.69    -0.62   206.30     0.67     0.01     4.67     5.29
 20140608.020000     1.58    -0.44   199.52     0.65     0.01     4.69     5.34
 20140608.030000     1.92    -0.27   193.73     0.63     0.01     4.71     5.39
 20140608.040000     2.25    -0.09   189.21     0.61     0.01     4.70     5.46
 20140608.050000     2.55     0.09   186.35     0.60     0.01     4.65     5.51
 20140608.060000     2.84     0.27   185.07     0.59     0.01     4.58     5.55
 20140608.070000     3.12     0.45   185.81     0.59     0.01     4.48     5.57
 20140608.080000     3.40     0.64   189.07     0.59     0.01     4.36     5.57
 20140608.090000     3.66     0.72   194.97     0.60     0.01     4.24     5.54
 20140608.100000     3.92     0.80   203.34     0.62     0.01     4.10     5.48
 20140608.110000     4.18     0.88   212.42     0.64     0.01     3.99     5.39
 20140608.120000     4.44     0.97   220.41     0.65     0.00     3.92     5.27
 20140608.130000     4.70     1.05   227.26     0.66     0.00     3.87     5.04
 20140608.140000     4.96     1.13   233.01     0.67     0.00     3.82     4.93
 20140608.150000     4.44     0.89   236.21     0.67     0.00     3.81     4.87
 20140608.160000     3.92     0.65   237.89     0.66     0.00     3.81     4.83
 20140608.170000     3.39     0.40   238.45     0.64     0.00     3.81     4.81
 20140608.180000     2.85     0.15   238.16     0.62     0.00     3.82     4.78
 20140608.190000     2.29    -0.10   237.40     0.60     0.00     3.88     4.74
 20140608.200000     1.70    -0.35   236.91     0.58     0.00     3.95     4.71
 20140608.210000     2.21     0.13   237.61     0.57     0.00     4.00     4.70
 20140608.220000     2.63     0.63   240.53     0.57     0.00     4.04     4.74
 20140608.230000     2.99     1.13   245.03     0.59     0.00     4.08     4.79
 20140609.000000     3.31     1.61   249.15     0.62     0.00     4.12     4.85
 20140609.010000     3.60     2.09   251.25     0.67     0.00     4.10     4.92
 20140609.020000     3.88     2.56   251.40     0.72     0.00     4.05     4.98
 20140609.030000     3.87     2.64   250.28     0.75     0.00     4.01     5.01
 20140609.040000     3.86     2.72   248.65     0.77     0.00     4.00     5.01
 20140609.050000     3.84     2.79   246.52     0.77     0.00     3.98     4.98
 20140609.060000     3.83     2.87   244.09     0.77     0.00     3.96     4.94
 20140609.070000     3.81     2.95   241.73     0.77     0.00     3.93     4.88
 20140609.080000     3.79     3.02   239.93     0.77     0.00     3.92     4.81
 20140609.090000     3.87     2.85   239.20     0.78     0.00     3.94     4.73
 20140609.100000     3.95     2.67   239.73     0.80     0.00     3.99     4.72
 20140609.110000     4.01     2.49   241.19     0.82     0.00     4.08     4.81
 20140609.120000     4.07     2.30   243.03     0.84     0.00     4.18     5.06
 20140609.130000     4.13     2.11   244.68     0.86     0.00     4.27     5.24
 20140609.140000     4.18     1.91   245.81     0.88     0.00     4.33     5.33
 20140609.150000     3.98     1.75   246.32     0.88     0.00     4.37     5.39
 20140609.160000     3.79     1.58   246.25     0.88     0.00     4.39     5.40
 20140609.170000     3.60     1.41   245.71     0.87     0.00     4.38     5.39
 20140609.180000     3.40     1.24   244.84     0.86     0.00     4.36     5.35
 20140609.190000     3.20     1.08   243.78     0.85     0.00     4.35     5.30
 20140609.200000     3.00     0.90   242.69     0.85     0.00     4.34     5.24
 20140609.210000     3.09     0.90   241.73     0.85     0.01     4.35     5.19
 20140609.220000     3.18     0.90   240.90     0.86     0.01     4.39     5.16
 20140609.230000     3.28     0.90   240.18     0.87     0.01     4.45     5.17
 20140610.000000     3.37     0.90   239.47     0.89     0.01     4.51     5.20
 20140610.010000     3.46     0.90   238.66     0.91     0.01     4.58     5.25
 20140610.020000     3.56     0.89   237.68     0.93     0.01     4.62     5.33
 20140610.030000     3.63     0.89   236.50     0.94     0.01     4.65     5.38
 20140610.040000     3.71     0.88   235.16     0.94     0.01     4.66     5.39
 20140610.050000     3.78     0.87   233.72     0.94     0.01     4.65     5.39
 20140610.060000     3.85     0.87   232.30     0.93     0.01     4.62     5.37
 20140610.070000     3.93     0.86   231.01     0.92     0.01     4.58     5.32
 20140610.080000     4.00     0.85   229.93     0.91     0.01     4.54     5.26
 20140610.090000     4.40     0.87   229.32     0.90     0.01     4.48     5.20
 20140610.100000     4.79     0.89   229.38     0.89     0.01     4.41     5.14
 20140610.110000     5.19     0.91   230.30     0.89     0.01     4.33     5.08
 20140610.120000     5.58     0.93   232.13     0.90     0.01     4.26     5.00
 20140610.130000     5.98     0.95   234.70     0.92     0.01     4.20     4.92
 20140610.140000     6.37     0.97   237.65     0.96     0.01     4.18     4.88
 20140610.150000     5.98     0.82   239.16     0.99     0.01     4.23     4.93
 20140610.160000     5.59     0.67   239.73     1.01     0.00     4.30     5.00
 20140610.170000     5.20     0.52   239.86     1.02     0.01     4.37     5.06
 20140610.180000     4.81     0.37   239.69     1.01     0.01     4.41     5.10
 20140610.190000     4.42     0.22   239.28     1.00     0.01     4.42     5.13
 20140610.200000     4.02     0.07   238.66     0.98     0.01     4.42     5.15
 20140610.210000     4.24     0.19   238.00     0.95     0.01     4.39     5.14
 20140610.220000     4.46     0.30   237.50     0.93     0.01     4.33     5.12
 20140610.230000     4.68     0.41   237.11     0.91     0.01     4.26     5.08
 20140611.000000     4.89     0.52   236.85     0.90     0.01     4.20     5.03
 20140611.010000     5.11     0.63   236.82     0.89     0.01     4.15     4.99
 20140611.020000     5.32     0.75   237.04     0.89     0.01     4.12     4.94
 20140611.030000     5.27     0.62   237.34     0.89     0.01     4.12     4.90
 20140611.040000     5.23     0.49   237.70     0.89     0.01     4.12     4.88
 20140611.050000     5.18     0.36   238.01     0.89     0.01     4.13     4.86
 20140611.060000     5.13     0.23   238.20     0.89     0.01     4.12     4.85
 20140611.070000     5.07     0.10   238.22     0.88     0.01     4.10     4.83
 20140611.080000     5.01    -0.03   238.09     0.86     0.01     4.07     4.79
 20140611.090000     4.95     0.01   237.81     0.85     0.01     4.03     4.73
 20140611.100000     4.88     0.05   237.42     0.83     0.01     3.98     4.66
 20140611.110000     4.81     0.09   237.02     0.81     0.01     3.94     4.61
 20140611.120000     4.74     0.14   236.69     0.80     0.01     3.90     4.57
 20140611.130000     4.67     0.18   236.51     0.79     0.01     3.87     4.54
 20140611.140000     4.60     0.22   236.52     0.79     0.01     3.86     4.52
 20140611.150000     4.72    -0.02   236.79     0.80     0.01     3.88     4.54
 20140611.160000     4.83    -0.26   237.14     0.81     0.02     3.94     4.58
 20140611.170000     4.93    -0.49   237.36     0.84     0.02     4.03     4.64
 20140611.180000     5.01    -0.73   237.38     0.87     0.03     4.14     4.76
 20140611.190000     5.09    -0.97   237.26     0.90     0.03     4.23     4.90
 20140611.200000     5.16    -1.20   237.01     0.92     0.04     4.31     4.97
 20140611.210000     4.74    -1.66   236.40     0.93     0.05     4.37     5.00
 20140611.220000     4.25    -2.11   235.50     0.93     0.05     4.40     5.01
 20140611.230000     3.67    -2.57   234.33     0.92     0.06     4.42     4.99
 20140612.000000     2.97    -2.98   232.92     0.90     0.06     4.43     4.96
 20140612.010000     2.13    -3.30   231.57     0.87     0.06     4.45     4.92
 20140612.020000     1.17    -3.46   230.43     0.85     0.06     4.44     4.87
 20140612.030000     1.53    -3.23   229.52     0.82     0.06     4.42     4.81
 20140612.040000     1.89    -2.94   229.12     0.80     0.06     4.38     4.73
 20140612.050000     2.23    -2.58   229.08     0.77     0.06     4.34     4.67
 20140612.060000     2.54    -2.16   229.36     0.75     0.05     4.28     4.62
 20140612.070000     2.79    -1.67   230.01     0.74     0.05     4.22     4.58
 20140612.080000     2.96    -1.12   230.67     0.72     0.05     4.17     4.55
 20140612.090000     2.96    -0.85   231.06     0.70     0.05     4.13     4.52
 20140612.100000     2.94    -0.57   231.25     0.69     0.04     4.12     4.50
 20140612.110000     2.89    -0.27   231.71     0.68     0.04     4.10     4.48
 20140612.120000     2.82     0.03   232.20     0.67     0.04     4.08     4.47
 20140612.130000     2.71     0.33   232.61     0.68     0.04     4.09     4.47
 20140612.140000     2.57     0.63   233.02     0.69     0.05     4.14     4.50
 20140612.150000     2.47     0.78   233.59     0.71     0.05     4.24     4.56
 20140612.160000     2.33     0.99   234.45     0.75     0.06     4.37     4.66
 20140612.170000     2.10     1.31   235.45     0.78     0.06     4.51     4.86
 20140612.180000     1.59     1.83   236.17     0.81     0.08     4.65     5.00
 20140612.190000     0.08     2.36   235.99     0.82     0.09     4.80     5.05
 20140612.200000    -2.29     0.29   234.48     0.83     0.11     4.96     5.08
 20140612.210000    -2.27     0.24   231.65     0.83     0.12     5.10     5.08
 20140612.220000    -2.24     0.19   227.29     0.83     0.14     5.24     5.08
 20140612.230000    -2.22     0.14   221.76     0.83     0.15     5.38     5.07
 20140613.000000    -2.19     0.09   215.67     0.83     0.16     5.50     5.05
 20140613.010000    -2.16     0.03   209.70     0.83     0.16     5.59     5.04
 20140613.020000    -2.14    -0.02   204.32     0.83     0.17     5.65     5.03
 20140613.030000    -2.25    -0.13   199.73     0.82     0.17     5.69     8.41
 20140613.040000    -2.36    -0.24   195.97     0.82     0.17     5.70     8.14
 20140613.050000    -2.47    -0.36   192.98     0.81     0.17     5.68     7.93
 20140613.060000    -2.57    -0.47   190.70     0.80     0.16     5.65     7.73
 20140613.070000    -2.67    -0.58   189.02     0.79     0.16     5.59     7.55
 20140613.080000    -2.77    -0.69   187.82     0.77     0.15     5.53     7.42
 20140613.090000    -2.62    -0.87   187.07     0.76     0.14     5.47     7.32
 20140613.100000    -2.45    -1.04   186.68     0.75     0.13     5.41     7.25
 20140613.110000    -2.26    -1.21   186.39     0.74     0.13     5.36     7.21
 20140613.120000    -2.04    -1.37   185.99     0.72     0.12     5.32     7.21
 20140613.130000    -1.81    -1.52   185.27     0.71     0.11     5.29     7.24
 20140613.140000    -1.54    -1.65   184.16     0.70     0.11     5.28     7.26
 20140613.150000    -1.54    -1.59   182.64     0.69     0.11     5.28     7.25
 20140613.160000    -1.53    -1.52   180.87     0.68     0.11     5.30     7.21
 20140613.170000    -1.52    -1.46   179.07     0.68     0.12     5.35     7.17
 20140613.180000    -1.51    -1.39   177.32     0.67     0.12     5.40     7.12
 20140613.190000    -1.50    -1.32   175.76     0.67     0.13     5.47     7.08
 20140613.200000    -1.49    -1.25   174.48     0.67     0.14     5.54     7.06
 20140613.210000    -1.48    -1.02   173.50     0.67     0.15     5.61     7.06
 20140613.220000    -1.47    -0.77   172.79     0.68     0.15     5.67     7.13
 20140613.230000    -1.44    -0.49   172.30     0.68     0.15     5.72     7.34
 20140614.000000    -1.36    -0.18   171.94     0.69     0.16     5.77     7.75
 20140614.010000    -1.22     0.17   171.67     0.69     0.16     5.82     7.90
 20140614.020000    -0.97     0.50   171.51     0.69     0.16     5.84     7.92
 20140614.030000    -0.97     0.36   171.45     0.70     0.15     5.85     7.88
 20140614.040000    -0.96     0.18   171.46     0.70     0.15     5.85     7.81
 20140614.050000    -0.92    -0.04   171.51     0.70     0.15     5.83     7.73
 20140614.060000    -0.81    -0.30   171.58     0.70     0.14     5.80     7.62
 20140614.070000    -0.57    -0.57   171.68     0.70     0.14     5.76     7.44
 20140614.080000    -0.17    -0.73   171.76     0.70     0.13     5.71     7.28
 20140614.090000     0.25    -1.00   171.78     0.70     0.13     5.67     7.12
 20140614.100000     0.87    -0.98   171.71     0.70     0.12     5.62     6.96
 20140614.110000     1.45    -0.65   171.51     0.71     0.11     5.58     6.80
 20140614.120000     1.86    -0.14   171.19     0.71     0.11     5.55     6.68
 20140614.130000     2.10     0.44   170.80     0.71     0.10     5.52     6.60
 20140614.140000     2.21     1.01   170.43     0.72     0.10     5.48     6.56
 20140614.150000     2.18     1.10   169.93     0.73     0.09     5.46     6.54
 20140614.160000     2.15     1.19   169.36     0.73     0.09     5.45     6.54
 20140614.170000     2.12     1.28   168.83     0.74     0.08     5.45     6.54
 20140614.180000     2.08     1.36   168.43     0.75     0.08     5.45     6.55
 20140614.190000     2.04     1.45   168.23     0.75     0.08     5.44     6.55
 20140614.200000     2.00     1.53   168.27     0.76     0.08     5.43     6.56
 20140614.210000     1.80     1.34   168.55     0.77     0.08     5.41     6.56
 20140614.220000     1.61     1.15   169.00     0.78     0.08     5.39     6.57
 20140614.230000     1.41     0.96   169.57     0.80     0.08     5.36     6.56
 20140615.000000     1.22     0.77   170.17     0.81     0.08     5.34     6.56
 20140615.010000     1.02     0.58   170.72     0.83     0.08     5.33     6.54
 20140615.020000     0.82     0.38   171.16     0.84     0.08     5.32     6.52
 20140615.030000     1.23     0.29   171.49     0.84     0.07     5.32     6.50
 20140615.040000     1.62     0.19   171.73     0.85     0.07     5.31     6.47
 20140615.050000     1.99     0.08   171.94     0.84     0.07     5.30     6.45
 20140615.060000     2.35    -0.02   172.24     0.84     0.07     5.27     6.42
