  Time              windx     windy     DIR    HS      HSWEll     TMM10     TPS
 20020601.080000    -3.35    -2.10   190.24     0.73     0.01     4.77     5.56
 20020601.110000    -6.14    -2.63   154.17     0.88     0.01     4.05     5.62
 20020601.140000    -8.94    -3.16    91.81     1.10     0.01     3.90     3.82
 20020601.170000    -7.91    -2.98    78.22     1.15     0.00     3.98     4.46
 20020601.200000    -6.88    -2.80    76.68     1.05     0.00     3.87     4.53
 20020601.230000    -5.79    -2.97    78.70     0.93     0.00     3.75     4.53
 20020602.020000    -4.69    -3.14    86.49     0.86     0.00     3.76     4.51
 20020602.050000    -5.88    -4.39    92.56     0.92     0.01     3.91     4.18
 20020602.080000    -7.07    -5.64    79.46     1.13     0.01     4.07     4.18
 20020602.110000    -7.17    -4.68    76.07     1.23     0.01     4.26     4.63
 20020602.140000    -7.27    -3.72    75.52     1.23     0.01     4.31     4.98
 20020602.170000    -7.07    -1.44    77.59     1.15     0.01     4.25     5.10
 20020602.200000    -6.87     0.83    85.82     1.05     0.01     4.12     5.07
 20020602.230000    -6.66    -1.68    91.62     0.99     0.01     3.97     4.79
 20020603.020000    -6.44    -4.20    87.99     0.99     0.01     3.85     4.22
 20020603.050000    -5.98    -6.50    74.10     1.07     0.01     3.86     4.24
 20020603.080000    -5.53    -8.80    61.90     1.24     0.01     4.07     4.56
 20020603.110000    -7.23    -6.15    61.40     1.34     0.01     4.27     4.94
 20020603.140000    -8.93    -3.51    65.76     1.38     0.01     4.34     5.01
 20020603.170000    -8.42    -3.37    67.52     1.35     0.01     4.32     5.08
 20020603.200000    -7.90    -3.23    68.02     1.28     0.01     4.20     5.03
 20020603.230000    -7.76    -2.88    69.35     1.20     0.01     4.05     4.93
 20020604.020000    -7.62    -2.54    71.32     1.12     0.01     3.89     4.71
 20020604.050000    -6.83    -4.33    71.01     1.05     0.01     3.77     4.44
 20020604.080000    -6.03    -6.11    66.78     1.05     0.01     3.77     4.30
 20020604.110000    -6.98    -4.10    68.60     1.05     0.01     3.80     4.37
 20020604.140000    -7.92    -2.08    73.74     1.04     0.01     3.79     4.32
 20020604.170000    -7.66    -1.31    79.79     1.01     0.02     3.78     4.26
 20020604.200000    -7.41    -0.52    85.89     0.97     0.02     3.76     4.19
 20020604.230000    -5.24    -0.68    96.82     0.87     0.02     3.81     4.21
 20020605.020000    -3.08    -0.84   120.14     0.76     0.02     4.10     4.25
 20020605.050000    -4.39    -3.12   133.36     0.77     0.02     4.25     6.00
 20020605.080000    -5.71    -5.41    98.17     0.97     0.02     4.01     3.66
 20020605.110000    -6.33    -2.00    94.65     1.02     0.02     4.12     4.24
 20020605.140000    -6.95     1.40   101.20     1.02     0.02     4.13     4.32
 20020605.170000    -6.41     0.84   108.39     1.01     0.02     4.12     4.40
 20020605.200000    -5.87     0.28   114.91     0.98     0.02     4.10     4.35
 20020605.230000    -4.78    -0.75   123.60     0.92     0.01     4.13     6.12
 20020606.020000    -3.68    -1.77   135.43     0.85     0.01     4.22     6.11
 20020606.050000    -4.72    -1.47   139.72     0.81     0.01     4.19     6.09
 20020606.080000    -5.77    -1.17   131.85     0.82     0.01     4.07     6.05
 20020606.110000    -6.67    -1.23   114.34     0.85     0.01     3.95     3.72
 20020606.140000    -7.57    -1.29    98.65     0.91     0.01     3.87     3.84
 20020606.170000    -7.49    -0.49    95.07     0.93     0.01     3.82     4.06
 20020606.200000    -7.42     0.32    97.98     0.93     0.01     3.82     4.11
 20020606.230000    -6.88    -1.62    99.81     0.93     0.01     3.84     4.13
 20020607.020000    -6.34    -3.55    96.74     0.94     0.01     3.85     4.11
 20020607.050000    -6.36    -4.99    86.89     1.00     0.01     3.86     4.09
 20020607.080000    -6.39    -6.42    74.14     1.10     0.01     3.95     4.18
 20020607.110000    -6.55    -5.72    71.48     1.16     0.02     4.10     4.45
 20020607.140000    -6.70    -5.02    73.56     1.18     0.03     4.21     4.54
 20020607.170000    -6.58    -3.67    80.14     1.16     0.04     4.29     4.60
 20020607.200000    -6.46    -2.32    87.70     1.12     0.05     4.33     4.66
 20020607.230000    -5.06    -2.63    91.65     1.07     0.05     4.32     4.75
 20020608.020000    -3.67    -2.95    93.78     0.98     0.05     4.33     4.92
 20020608.050000    -3.03    -3.53    92.23     0.90     0.04     4.31     5.04
 20020608.080000    -2.40    -4.10    88.65     0.86     0.03     4.19     5.10
 20020608.110000    -2.06    -2.57    89.87     0.82     0.02     4.14     5.10
 20020608.140000    -1.72    -1.04    97.45     0.75     0.02     4.44     5.20
 20020608.170000    -2.06     0.14   100.02     0.73     0.02     4.73     5.40
 20020608.200000    -2.39     1.31   102.54     0.71     0.01     4.83     5.57
 20020608.230000    -1.88     0.31   109.34     0.68     0.01     4.80     5.61
 20020609.020000    -1.38    -0.70   119.48     0.65     0.01     4.77     5.60
 20020609.050000    -1.34    -1.70   125.13     0.63     0.01     4.73     5.66
 20020609.080000    -1.31    -2.72   118.96     0.64     0.01     4.62     5.72
 20020609.110000    -2.00    -1.01   111.09     0.66     0.01     4.59     5.59
 20020609.140000    -2.69     0.69   107.52     0.66     0.01     4.58     5.42
 20020609.170000    -1.54     2.01   109.94     0.64     0.01     4.56     5.38
 20020609.200000    -0.39     3.33   119.96     0.62     0.01     4.45     5.36
 20020609.230000     0.87     3.93   142.87     0.62     0.01     4.17     5.34
 20020610.020000     2.13     4.51   172.65     0.66     0.01     3.85     5.35
 20020610.050000     2.49     4.11   184.73     0.68     0.00     3.75     5.27
 20020610.080000     2.84     3.70   190.32     0.67     0.00     3.71     4.20
 20020610.110000     4.27     3.31   197.71     0.69     0.00     3.62     4.19
 20020610.140000     5.69     2.91   209.96     0.75     0.00     3.53     4.18
 20020610.170000     6.06     3.02   214.67     0.82     0.00     3.64     4.34
 20020610.200000     6.44     3.11   213.84     0.91     0.00     3.92     4.74
 20020610.230000     5.45     3.80   209.77     1.01     0.00     4.25     5.20
