  Time              windx     windy     DIR    HS      HSWEll     TMM10     TPS
 20100301.080000    -2.73    -2.54    93.11     0.58     0.01     3.53     4.46
 20100301.110000    -2.02     0.19   101.72     0.54     0.01     3.80     4.53
 20100301.140000    -1.32     2.94   108.81     0.53     0.01     3.92     4.59
 20100301.170000    -0.38     2.69   113.47     0.52     0.01     3.90     4.59
 20100301.200000     0.55     2.43   117.16     0.50     0.01     3.87     4.57
 20100301.230000     1.10     1.65   121.31     0.48     0.00     3.94     4.56
 20100302.020000     1.65     0.86   125.99     0.46     0.00     4.14     4.83
 20100302.050000     0.75     0.24   131.36     0.45     0.00     4.29     5.38
 20100302.080000    -0.14    -0.38   136.11     0.44     0.00     4.36     5.42
 20100302.110000    -0.82     0.77   139.97     0.43     0.00     4.38     5.40
 20100302.140000    -1.50     1.91   143.14     0.41     0.00     4.28     5.35
 20100302.170000    -1.77     2.11   145.45     0.42     0.00     3.99     5.29
 20100302.200000    -2.04     2.31   146.81     0.42     0.00     3.76     5.15
 20100302.230000    -3.34     1.21   145.29     0.44     0.00     3.53     5.02
 20100303.020000    -4.63     0.11   128.74     0.52     0.00     3.22     4.93
 20100303.050000    -6.14    -0.84   107.00     0.63     0.00     3.23     3.48
 20100303.080000    -7.66    -1.80    90.60     0.83     0.00     3.48     3.89
 20100303.110000    -7.15    -1.75    83.59     0.93     0.00     3.73     4.32
 20100303.140000    -6.63    -1.70    79.50     0.92     0.00     3.77     4.54
 20100303.170000    -7.24    -1.31    78.39     0.93     0.00     3.75     4.52
 20100303.200000    -7.85    -0.92    78.90     0.96     0.00     3.79     4.39
 20100303.230000    -5.94     0.97    82.31     0.88     0.00     3.76     4.54
 20100304.020000    -4.03     2.85    92.60     0.78     0.00     3.71     4.51
 20100304.050000    -2.24     1.87   100.36     0.68     0.00     3.81     4.47
 20100304.080000    -0.44     0.88   104.33     0.60     0.01     4.06     4.52
 20100304.110000    -0.81     1.10   109.74     0.56     0.01     4.20     4.65
 20100304.140000    -1.18     1.32   117.83     0.53     0.01     4.28     4.77
 20100304.170000    -0.92     1.96   127.09     0.51     0.00     4.28     4.82
 20100304.200000    -0.66     2.60   137.28     0.51     0.00     4.19     4.81
 20100304.230000    -1.13     2.33   146.64     0.50     0.00     4.09     4.77
 20100305.020000    -1.61     2.05   152.90     0.51     0.00     4.04     4.71
 20100305.050000    -2.30     2.08   155.16     0.51     0.00     3.99     4.75
 20100305.080000    -2.98     2.11   153.96     0.52     0.00     3.89     4.86
 20100305.110000    -2.30     2.96   154.22     0.54     0.00     3.80     4.93
 20100305.140000    -1.61     3.82   157.85     0.56     0.00     3.68     4.95
 20100305.170000    -1.07     4.04   162.26     0.57     0.00     3.64     4.94
 20100305.200000    -0.52     4.26   167.46     0.58     0.00     3.62     4.90
 20100305.230000    -0.63     3.37   171.49     0.58     0.00     3.68     4.85
 20100306.020000    -0.74     2.48   174.66     0.57     0.00     3.81     4.80
 20100306.050000    -1.60     2.18   175.51     0.57     0.00     3.89     4.78
 20100306.080000    -2.45     1.89   174.45     0.58     0.00     3.95     4.81
 20100306.110000    -1.89     2.84   173.19     0.58     0.00     3.99     4.93
