  Time              windx     windy     DIR    HS      HSWEll     TMM10     TPS
 20011201.080000    -6.53    -6.52    70.53     1.10     0.02     3.98     4.75
 20011201.110000    -6.15    -4.79    70.86     1.19     0.02     4.24     5.05
 20011201.140000    -5.77    -3.06    72.67     1.10     0.02     4.21     5.24
 20011201.170000    -5.25    -2.85    73.90     1.00     0.02     4.02     5.22
 20011201.200000    -4.73    -2.65    77.08     0.90     0.02     3.89     5.03
 20011201.230000    -4.39    -2.83    79.06     0.83     0.01     3.74     4.79
 20011202.020000    -4.05    -2.99    80.38     0.77     0.01     3.61     4.54
 20011202.050000    -5.05    -4.75    76.81     0.79     0.01     3.52     4.26
 20011202.080000    -6.06    -6.51    68.07     0.98     0.01     3.70     4.15
 20011202.110000    -5.77    -5.51    69.06     1.10     0.01     4.03     4.68
 20011202.140000    -5.48    -4.52    68.80     1.08     0.01     4.06     5.06
 20011202.170000    -6.40    -5.40    65.91     1.09     0.01     4.00     4.91
 20011202.200000    -7.32    -6.28    65.18     1.24     0.02     4.21     4.81
 20011202.230000    -6.00    -5.05    67.67     1.25     0.03     4.38     5.13
 20011203.020000    -4.68    -3.83    69.82     1.10     0.03     4.31     5.31
 20011203.050000    -5.09    -5.22    70.05     1.05     0.04     4.20     5.33
 20011203.080000    -5.49    -6.61    67.98     1.11     0.04     4.17     4.72
 20011203.110000    -4.77    -4.24    71.24     1.05     0.03     4.19     5.20
 20011203.140000    -4.05    -1.86    77.12     0.90     0.02     4.13     5.23
 20011203.170000    -3.60    -1.86    82.67     0.79     0.01     4.08     5.26
 20011203.200000    -3.14    -1.87    87.63     0.73     0.01     3.98     5.28
 20011203.230000    -2.27    -1.61    96.53     0.68     0.01     4.07     5.26
 20011204.020000    -1.41    -1.34   106.00     0.63     0.01     4.23     5.24
 20011204.050000    -1.28    -3.18   108.84     0.59     0.01     4.20     5.19
 20011204.080000    -1.14    -5.01    90.81     0.63     0.01     3.64     5.13
 20011204.110000    -3.17    -3.61    75.85     0.63     0.00     3.37     3.83
 20011204.140000    -5.21    -2.20    73.90     0.63     0.00     3.27     3.93
