  Time              windx     windy     DIR    HS      HSWEll     TMM10     TPS
 20140701.080000     0.93     2.81   184.81     0.92     0.04     4.86     6.05
 20140701.090000     1.17     3.22   185.02     0.91     0.04     4.89     6.06
 20140701.100000     1.41     3.62   185.26     0.91     0.04     4.90     6.08
 20140701.110000     1.65     4.03   185.59     0.91     0.04     4.89     6.09
 20140701.120000     1.88     4.43   186.03     0.92     0.04     4.86     6.10
 20140701.130000     2.12     4.84   186.73     0.93     0.04     4.80     6.11
 20140701.140000     2.36     5.24   187.85     0.96     0.04     4.69     6.11
 20140701.150000     2.21     5.02   188.62     0.98     0.03     4.64     6.09
 20140701.160000     2.07     4.80   189.19     0.99     0.03     4.63     6.06
 20140701.170000     1.92     4.58   189.77     0.99     0.03     4.64     6.03
 20140701.180000     1.78     4.36   190.32     0.99     0.03     4.64     6.02
 20140701.190000     1.64     4.14   190.76     0.99     0.03     4.64     6.01
 20140701.200000     1.49     3.92   191.05     0.98     0.03     4.64     6.01
 20140701.210000     1.80     4.00   191.30     0.97     0.03     4.63     6.01
 20140701.220000     2.10     4.08   191.55     0.97     0.03     4.61     6.01
 20140701.230000     2.40     4.14   191.80     0.96     0.03     4.59     6.01
 20140702.000000     2.69     4.19   192.04     0.96     0.03     4.56     6.00
 20140702.010000     2.98     4.23   192.31     0.95     0.03     4.53     5.98
 20140702.020000     3.26     4.27   192.63     0.95     0.03     4.50     5.96
 20140702.030000     3.23     4.12   192.83     0.95     0.03     4.47     5.93
 20140702.040000     3.20     3.99   192.97     0.94     0.03     4.45     5.90
 20140702.050000     3.17     3.85   193.08     0.93     0.03     4.43     5.87
 20140702.060000     3.14     3.71   193.18     0.92     0.03     4.41     5.84
 20140702.070000     3.12     3.58   193.26     0.92     0.03     4.39     5.80
 20140702.080000     3.08     3.44   193.31     0.91     0.03     4.37     5.76
 20140702.090000     3.03     3.70   193.41     0.90     0.03     4.34     5.64
 20140702.100000     2.98     3.96   193.54     0.90     0.03     4.32     5.49
 20140702.110000     2.93     4.21   193.70     0.90     0.03     4.30     5.36
 20140702.120000     2.86     4.46   193.88     0.89     0.03     4.27     5.25
 20140702.130000     2.80     4.70   194.07     0.89     0.03     4.25     5.16
 20140702.140000     2.72     4.94   194.29     0.89     0.03     4.24     5.09
 20140702.150000     2.91     4.71   194.54     0.89     0.03     4.23     5.04
 20140702.160000     3.08     4.47   194.84     0.88     0.03     4.22     5.00
 20140702.170000     3.25     4.21   195.17     0.88     0.03     4.22     4.98
 20140702.180000     3.41     3.94   195.51     0.87     0.03     4.22     4.97
 20140702.190000     3.57     3.65   195.85     0.87     0.03     4.21     4.96
 20140702.200000     3.70     3.35   196.16     0.86     0.02     4.21     4.95
 20140702.210000     4.03     3.62   196.72     0.86     0.02     4.19     4.95
 20140702.220000     4.36     3.87   197.52     0.87     0.02     4.16     4.90
 20140702.230000     4.68     4.13   198.48     0.88     0.02     4.13     4.81
 20140703.000000     5.01     4.38   199.60     0.89     0.02     4.11     4.74
 20140703.010000     5.33     4.64   200.88     0.92     0.02     4.09     4.69
 20140703.020000     5.65     4.90   202.53     0.95     0.02     4.08     4.61
 20140703.030000     5.60     4.30   204.23     0.97     0.02     4.07     4.61
 20140703.040000     5.53     3.69   205.23     0.97     0.01     4.07     4.68
 20140703.050000     5.43     3.05   206.17     0.96     0.01     4.07     4.73
 20140703.060000     5.30     2.39   207.06     0.94     0.01     4.06     4.77
 20140703.070000     5.13     1.70   207.83     0.92     0.01     4.04     4.80
 20140703.080000     4.89     0.99   208.40     0.89     0.01     4.03     4.83
 20140703.090000     4.79     1.72   209.20     0.86     0.01     4.01     4.86
 20140703.100000     4.57     2.45   209.83     0.84     0.01     3.97     4.88
 20140703.110000     4.23     3.17   210.28     0.82     0.01     3.92     4.88
 20140703.120000     3.79     3.83   210.41     0.81     0.01     3.87     4.86
 20140703.130000     3.26     4.42   210.13     0.80     0.01     3.83     4.83
 20140703.140000     2.66     4.92   209.61     0.79     0.01     3.78     4.79
 20140703.150000     2.74     4.95   209.27     0.78     0.01     3.74     4.74
 20140703.160000     2.83     4.98   209.11     0.77     0.00     3.70     4.69
 20140703.170000     2.91     5.01   209.04     0.76     0.00     3.66     4.62
 20140703.180000     3.00     5.04   209.07     0.75     0.00     3.62     4.56
 20140703.190000     3.08     5.07   209.18     0.74     0.00     3.59     4.50
 20140703.200000     3.16     5.09   209.33     0.74     0.00     3.55     4.44
 20140703.210000     3.60     5.04   209.71     0.74     0.00     3.52     4.39
 20140703.220000     4.03     4.97   210.24     0.74     0.00     3.50     4.32
 20140703.230000     4.44     4.88   210.88     0.74     0.00     3.48     4.07
 20140704.000000     4.85     4.77   211.61     0.75     0.00     3.48     3.91
 20140704.010000     5.24     4.64   212.43     0.77     0.00     3.49     3.91
