  Time              windx     windy     DIR    HS      HSWEll     TMM10     TPS
 20131201.080000    -3.07    -6.94    66.77     1.11     0.03     4.25     5.36
 20131201.090000    -3.38    -6.76    65.57     1.11     0.03     4.26     5.39
 20131201.100000    -3.68    -6.58    64.92     1.12     0.03     4.26     5.42
 20131201.110000    -3.97    -6.38    64.66     1.12     0.02     4.28     5.44
 20131201.120000    -4.25    -6.17    64.68     1.13     0.02     4.30     5.47
 20131201.130000    -4.52    -5.95    64.97     1.14     0.02     4.33     5.50
 20131201.140000    -4.79    -5.70    65.49     1.15     0.02     4.37     5.54
 20131201.150000    -5.07    -5.77    65.90     1.17     0.02     4.42     5.57
 20131201.160000    -5.35    -5.84    66.33     1.21     0.02     4.48     5.59
 20131201.170000    -5.63    -5.90    66.81     1.25     0.02     4.56     5.60
 20131201.180000    -5.91    -5.97    67.25     1.29     0.03     4.65     5.63
 20131201.190000    -6.18    -6.02    67.62     1.35     0.03     4.75     5.67
 20131201.200000    -6.45    -6.08    67.85     1.41     0.04     4.86     5.72
 20131201.210000    -6.34    -6.28    67.91     1.48     0.04     4.97     5.82
 20131201.220000    -6.24    -6.47    67.75     1.53     0.05     5.06     5.94
 20131201.230000    -6.12    -6.67    67.44     1.57     0.06     5.12     6.02
 20131202.000000    -6.00    -6.85    67.03     1.59     0.06     5.16     6.08
 20131202.010000    -5.89    -7.04    66.60     1.61     0.07     5.18     6.11
 20131202.020000    -5.77    -7.22    66.22     1.61     0.08     5.18     6.13
 20131202.030000    -5.63    -7.36    65.96     1.62     0.08     5.18     6.14
 20131202.040000    -5.49    -7.49    65.78     1.62     0.08     5.18     6.13
 20131202.050000    -5.35    -7.62    65.67     1.62     0.08     5.17     6.12
 20131202.060000    -5.21    -7.74    65.59     1.62     0.09     5.17     6.11
 20131202.070000    -5.07    -7.87    65.53     1.62     0.09     5.17     6.11
 20131202.080000    -4.92    -7.98    65.46     1.62     0.09     5.18     6.12
 20131202.090000    -5.13    -7.76    65.59     1.62     0.10     5.19     6.13
 20131202.100000    -5.33    -7.52    65.87     1.62     0.10     5.19     6.15
 20131202.110000    -5.52    -7.28    66.18     1.62     0.11     5.20     6.16
 20131202.120000    -5.71    -7.02    66.51     1.62     0.11     5.20     6.17
 20131202.130000    -5.90    -6.76    66.86     1.61     0.11     5.20     6.17
 20131202.140000    -6.08    -6.50    67.23     1.60     0.12     5.20     6.16
 20131202.150000    -6.34    -6.41    67.49     1.60     0.12     5.19     6.13
 20131202.160000    -6.59    -6.32    67.70     1.61     0.12     5.18     6.08
 20131202.170000    -6.83    -6.22    67.88     1.62     0.13     5.18     6.04
 20131202.180000    -7.08    -6.12    68.01     1.64     0.13     5.19     6.00
 20131202.190000    -7.32    -6.02    68.07     1.66     0.14     5.21     5.99
 20131202.200000    -7.55    -5.91    68.06     1.68     0.14     5.24     6.00
 20131202.210000    -7.51    -6.12    67.86     1.71     0.15     5.28     6.02
 20131202.220000    -7.47    -6.33    67.59     1.73     0.16     5.31     6.05
 20131202.230000    -7.42    -6.54    67.37     1.75     0.18     5.34     6.08
 20131203.000000    -7.37    -6.74    67.23     1.77     0.19     5.36     6.10
 20131203.010000    -7.31    -6.95    67.16     1.78     0.19     5.37     6.10
 20131203.020000    -7.25    -7.14    66.88     1.80     0.20     5.33     6.10
 20131203.030000    -6.99    -7.21    66.98     1.80     0.20     5.29     6.09
 20131203.040000    -6.72    -7.27    67.21     1.79     0.20     5.26     6.08
 20131203.050000    -6.43    -7.33    67.42     1.76     0.20     5.23     6.07
 20131203.060000    -6.16    -7.38    67.57     1.74     0.19     5.19     6.06
 20131203.070000    -5.87    -7.43    67.69     1.71     0.19     5.14     6.03
 20131203.080000    -5.58    -7.47    67.77     1.68     0.18     5.09     6.01
 20131203.090000    -5.23    -6.84    68.39     1.63     0.18     5.05     6.03
 20131203.100000    -4.89    -6.21    69.45     1.57     0.17     5.01     6.05
 20131203.110000    -4.54    -5.58    70.90     1.49     0.17     4.98     6.06
 20131203.120000    -4.19    -4.94    72.66     1.41     0.16     4.95     6.08
 20131203.130000    -3.84    -4.30    74.67     1.33     0.16     4.93     6.10
 20131203.140000    -3.49    -3.66    77.36     1.25     0.15     4.92     6.12
 20131203.150000    -3.55    -3.31    80.00     1.18     0.14     4.91     6.13
 20131203.160000    -3.61    -2.96    82.66     1.13     0.13     4.89     6.11
 20131203.170000    -3.65    -2.58    85.17     1.08     0.13     4.84     6.07
 20131203.180000    -3.68    -2.19    87.75     1.05     0.12     4.80     6.03
 20131203.190000    -3.68    -1.78    90.37     1.01     0.11     4.76     5.97
 20131203.200000    -3.64    -1.35    92.90     0.99     0.10     4.71     5.92
 20131203.210000    -3.49    -1.80    95.10     0.96     0.09     4.67     5.88
 20131203.220000    -3.28    -2.23    96.95     0.94     0.09     4.61     5.84
 20131203.230000    -3.00    -2.65    98.52     0.93     0.08     4.56     5.79
 20131204.000000    -2.67    -3.03    99.86     0.91     0.07     4.50     5.74
 20131204.010000    -2.30    -3.37   101.02     0.90     0.06     4.45     5.65
 20131204.020000    -1.88    -3.65   101.99     0.88     0.06     4.39     5.55
 20131204.030000    -1.87    -3.74   102.73     0.87     0.05     4.34     5.47
 20131204.040000    -1.86    -3.83   103.23     0.85     0.05     4.28     5.40
 20131204.050000    -1.85    -3.92   103.44     0.84     0.04     4.22     5.33
 20131204.060000    -1.83    -4.00   103.37     0.83     0.04     4.16     5.24
 20131204.070000    -1.82    -4.08   103.02     0.82     0.03     4.11     5.11
 20131204.080000    -1.81    -4.16   102.38     0.81     0.03     4.06     5.00
 20131204.090000    -1.87    -3.81   102.03     0.80     0.03     4.02     4.91
 20131204.100000    -1.93    -3.44   101.94     0.78     0.03     3.99     4.84
 20131204.110000    -1.99    -3.06   101.90     0.77     0.03     3.96     4.81
 20131204.120000    -2.04    -2.65   102.00     0.76     0.03     3.93     4.79
 20131204.130000    -2.08    -2.24   102.30     0.74     0.02     3.92     4.79
 20131204.140000    -2.09    -1.79   103.53     0.72     0.02     3.94     4.79
 20131204.150000    -2.40    -1.93   104.92     0.69     0.02     4.02     4.79
 20131204.160000    -2.71    -2.06   104.99     0.67     0.02     4.04     4.80
 20131204.170000    -3.02    -2.20   104.03     0.66     0.02     4.02     4.79
 20131204.180000    -3.32    -2.34   102.20     0.66     0.02     3.96     4.78
 20131204.190000    -3.63    -2.47    99.32     0.66     0.02     3.88     4.70
 20131204.200000    -3.93    -2.60    95.92     0.67     0.02     3.82     4.58
 20131204.210000    -4.66    -3.58    89.46     0.72     0.01     3.71     4.46
 20131204.220000    -5.36    -4.56    82.43     0.81     0.01     3.67     4.32
 20131204.230000    -6.06    -5.52    77.25     0.94     0.01     3.76     4.39
 20131205.000000    -6.76    -6.47    73.85     1.11     0.01     3.97     4.60
 20131205.010000    -7.44    -7.43    71.51     1.32     0.01     4.23     4.89
 20131205.020000    -8.13    -8.38    69.56     1.55     0.01     4.50     5.12
 20131205.030000    -7.36    -8.34    68.24     1.69     0.01     4.73     5.45
 20131205.040000    -6.58    -8.29    66.89     1.72     0.02     4.83     5.58
 20131205.050000    -5.78    -8.22    65.18     1.70     0.02     4.84     5.70
 20131205.060000    -4.95    -8.12    63.39     1.64     0.02     4.80     5.80
 20131205.070000    -4.09    -7.97    61.81     1.56     0.02     4.73     5.85
 20131205.080000    -3.21    -7.78    60.37     1.47     0.02     4.66     5.86
 20131205.090000    -3.51    -7.49    58.85     1.40     0.02     4.57     5.86
 20131205.100000    -3.82    -7.18    57.73     1.35     0.02     4.50     5.86
 20131205.110000    -4.11    -6.85    57.25     1.31     0.02     4.44     5.85
 20131205.120000    -4.40    -6.49    57.43     1.28     0.02     4.41     5.82
 20131205.130000    -4.67    -6.13    57.99     1.26     0.02     4.39     5.81
