  Time              windx     windy     DIR    HS      HSWEll     TMM10     TPS
 20130401.080000    -8.70    -6.83    62.23     2.05     0.12     5.27     6.15
 20130401.090000    -8.01    -6.43    62.69     1.96     0.11     5.13     6.07
 20130401.100000    -7.32    -6.04    63.43     1.83     0.09     4.99     6.00
 20130401.110000    -6.63    -5.64    64.57     1.68     0.08     4.88     5.93
 20130401.120000    -5.94    -5.25    65.61     1.53     0.07     4.80     5.89
 20130401.130000    -5.25    -4.85    66.54     1.41     0.06     4.73     5.85
 20130401.140000    -4.55    -4.45    67.73     1.31     0.05     4.67     5.81
 20130401.150000    -4.28    -4.18    68.60     1.22     0.04     4.61     5.79
 20130401.160000    -4.00    -3.92    69.41     1.15     0.03     4.54     5.77
 20130401.170000    -3.73    -3.65    70.48     1.09     0.02     4.49     5.75
 20130401.180000    -3.46    -3.39    71.64     1.02     0.02     4.43     5.74
 20130401.190000    -3.18    -3.12    72.95     0.97     0.01     4.38     5.71
 20130401.200000    -2.91    -2.86    74.58     0.91     0.01     4.35     5.68
 20130401.210000    -2.84    -2.75    76.24     0.87     0.01     4.30     5.64
 20130401.220000    -2.76    -2.63    77.93     0.82     0.01     4.24     5.56
 20130401.230000    -2.68    -2.52    79.43     0.79     0.00     4.16     5.49
 20130402.000000    -2.61    -2.40    80.71     0.75     0.00     4.08     5.42
 20130402.010000    -2.53    -2.29    81.89     0.73     0.00     3.98     5.35
 20130402.020000    -2.46    -2.17    83.01     0.70     0.00     3.89     5.30
 20130402.030000    -2.77    -2.36    83.90     0.68     0.00     3.79     5.25
 20130402.040000    -3.08    -2.54    84.47     0.66     0.00     3.69     5.17
 20130402.050000    -3.40    -2.73    84.63     0.64     0.00     3.59     5.04
 20130402.060000    -3.71    -2.91    84.30     0.63     0.00     3.49     4.93
 20130402.070000    -4.01    -3.09    83.41     0.62     0.00     3.40     4.83
 20130402.080000    -4.33    -3.27    82.03     0.62     0.00     3.33     4.42
 20130402.090000    -4.39    -3.40    80.92     0.61     0.00     3.29     4.06
 20130402.100000    -4.45    -3.52    79.88     0.61     0.00     3.26     4.01
 20130402.110000    -4.51    -3.65    78.88     0.61     0.00     3.25     4.00
 20130402.120000    -4.56    -3.77    77.96     0.62     0.00     3.24     3.99
 20130402.130000    -4.62    -3.89    77.16     0.63     0.00     3.25     3.98
 20130402.140000    -4.68    -4.01    76.50     0.64     0.00     3.27     3.97
 20130402.150000    -5.79    -4.46    74.31     0.68     0.00     3.28     3.86
 20130402.160000    -6.88    -4.90    71.84     0.79     0.00     3.34     3.80
 20130402.170000    -7.96    -5.34    71.93     0.95     0.00     3.54     3.97
 20130402.180000    -9.04    -5.77    72.79     1.16     0.00     3.83     4.22
 20130402.190000   -10.12    -6.20    73.49     1.40     0.00     4.15     4.59
 20130402.200000   -11.20    -6.63    73.43     1.68     0.00     4.50     5.01
 20130402.210000   -10.79    -6.88    72.29     1.89     0.01     4.83     5.41
 20130402.220000   -10.37    -7.11    70.44     2.02     0.02     5.05     5.61
 20130402.230000    -9.93    -7.34    68.63     2.08     0.03     5.18     5.92
 20130403.000000    -9.48    -7.57    66.94     2.12     0.04     5.26     6.04
 20130403.010000    -9.02    -7.78    65.45     2.13     0.06     5.29     6.10
 20130403.020000    -8.54    -7.98    64.18     2.13     0.08     5.31     6.18
 20130403.030000    -8.81    -8.02    63.20     2.13     0.10     5.33     6.23
 20130403.040000    -9.07    -8.05    62.54     2.16     0.11     5.36     6.24
 20130403.050000    -9.33    -8.08    62.11     2.21     0.13     5.42     6.25
 20130403.060000    -9.59    -8.12    61.85     2.27     0.14     5.49     6.29
 20130403.070000    -9.84    -8.15    61.72     2.32     0.15     5.57     6.37
 20130403.080000   -10.10    -8.18    61.69     2.38     0.17     5.64     6.46
 20130403.090000   -10.08    -7.71    61.88     2.41     0.18     5.70     6.55
 20130403.100000   -10.05    -7.25    62.15     2.40     0.19     5.71     6.59
 20130403.110000   -10.01    -6.77    62.43     2.36     0.19     5.69     6.60
 20130403.120000    -9.97    -6.28    62.78     2.31     0.19     5.63     6.57
 20130403.130000    -9.92    -5.80    63.25     2.26     0.18     5.56     6.52
 20130403.140000    -9.84    -5.29    63.90     2.20     0.18     5.49     6.44
 20130403.150000    -9.36    -5.30    64.45     2.12     0.17     5.39     6.33
 20130403.160000    -8.88    -5.31    64.86     2.03     0.15     5.29     6.22
 20130403.170000    -8.40    -5.31    65.26     1.94     0.14     5.17     6.13
 20130403.180000    -7.90    -5.31    65.91     1.83     0.12     5.08     6.06
 20130403.190000    -7.40    -5.31    66.49     1.73     0.11     4.97     5.99
 20130403.200000    -6.88    -5.30    66.97     1.63     0.10     4.87     5.95
 20130403.210000    -6.67    -5.25    67.40     1.55     0.08     4.76     5.89
 20130403.220000    -6.45    -5.22    67.85     1.48     0.07     4.66     5.82
 20130403.230000    -6.23    -5.18    68.23     1.42     0.06     4.57     5.73
 20130404.000000    -6.01    -5.13    68.67     1.36     0.05     4.50     5.63
 20130404.010000    -5.79    -5.09    69.06     1.31     0.05     4.43     5.57
 20130404.020000    -5.57    -5.05    69.39     1.26     0.04     4.36     5.51
 20130404.030000    -5.66    -4.83    69.86     1.23     0.04     4.29     5.45
 20130404.040000    -5.74    -4.61    70.53     1.19     0.04     4.23     5.40
 20130404.050000    -5.82    -4.38    71.24     1.16     0.04     4.18     5.36
 20130404.060000    -5.89    -4.15    72.06     1.13     0.03     4.13     5.32
 20130404.070000    -5.95    -3.92    72.97     1.11     0.03     4.08     5.27
 20130404.080000    -6.02    -3.67    73.97     1.09     0.03     4.03     5.19
 20130404.090000    -5.85    -3.76    74.92     1.07     0.03     3.99     5.11
 20130404.100000    -5.68    -3.84    75.73     1.05     0.03     3.95     5.03
 20130404.110000    -5.50    -3.92    76.44     1.03     0.02     3.90     4.95
 20130404.120000    -5.32    -4.01    77.04     1.01     0.02     3.86     4.89
 20130404.130000    -5.14    -4.08    77.54     0.99     0.02     3.82     4.83
 20130404.140000    -4.95    -4.16    78.48     0.97     0.01     3.79     4.77
 20130404.150000    -5.23    -4.03    79.63     0.94     0.01     3.78     4.72
 20130404.160000    -5.51    -3.90    79.60     0.92     0.01     3.75     4.65
 20130404.170000    -5.78    -3.77    79.22     0.91     0.01     3.71     4.57
 20130404.180000    -6.03    -3.62    78.74     0.90     0.01     3.67     4.49
 20130404.190000    -6.28    -3.47    78.20     0.90     0.00     3.64     4.38
 20130404.200000    -6.53    -3.32    77.71     0.89     0.00     3.62     4.27
