  Time              windx     windy     DIR    HS      HSWEll     TMM10     TPS
 20130901.080000    -2.41     1.68   102.86     1.08     0.08     5.66     6.56
 20130901.090000    -2.59     1.73   104.32     1.06     0.07     5.56     6.54
 20130901.100000    -2.78     1.78   107.15     1.04     0.06     5.46     6.50
 20130901.110000    -2.96     1.83   111.01     1.03     0.05     5.36     6.46
 20130901.120000    -3.14     1.88   115.54     1.01     0.04     5.27     6.39
 20130901.130000    -3.33     1.92   120.31     0.99     0.04     5.19     6.31
 20130901.140000    -3.51     1.97   124.92     0.97     0.03     5.11     6.18
 20130901.150000    -3.62     2.17   129.15     0.96     0.02     5.02     6.07
 20130901.160000    -3.74     2.36   132.79     0.94     0.02     4.94     5.99
 20130901.170000    -3.85     2.55   135.64     0.93     0.02     4.82     5.92
 20130901.180000    -3.96     2.74   138.11     0.92     0.01     4.69     5.86
 20130901.190000    -4.06     2.93   140.00     0.92     0.01     4.58     5.80
 20130901.200000    -4.17     3.12   141.67     0.92     0.01     4.49     5.74
 20130901.210000    -4.37     2.57   143.15     0.91     0.01     4.43     5.64
 20130901.220000    -4.52     1.97   144.39     0.90     0.01     4.38     5.57
 20130901.230000    -4.61     1.31   145.39     0.89     0.01     4.34     5.51
 20130902.000000    -4.62     0.61   146.15     0.87     0.01     4.31     5.47
 20130902.010000    -4.52    -0.12   146.46     0.86     0.01     4.27     5.43
 20130902.020000    -4.30    -0.86   146.19     0.84     0.01     4.22     5.39
 20130902.030000    -4.22    -0.84   145.52     0.82     0.01     4.18     5.35
 20130902.040000    -4.14    -0.82   144.72     0.80     0.01     4.13     5.31
 20130902.050000    -4.06    -0.80   143.81     0.78     0.00     4.07     5.26
 20130902.060000    -3.97    -0.78   142.92     0.76     0.00     4.02     5.19
 20130902.070000    -3.89    -0.75   142.21     0.75     0.00     3.96     5.11
 20130902.080000    -3.81    -0.74   141.83     0.73     0.00     3.90     5.04
 20130902.090000    -3.65    -0.41   142.17     0.71     0.00     3.86     4.99
 20130902.100000    -3.46    -0.08   143.14     0.70     0.00     3.82     4.95
 20130902.110000    -3.24     0.26   144.74     0.69     0.00     3.79     4.91
 20130902.120000    -2.98     0.61   148.00     0.67     0.00     3.81     4.89
 20130902.130000    -2.67     0.96   152.16     0.65     0.00     3.87     4.88
 20130902.140000    -2.29     1.28   156.84     0.62     0.00     3.95     4.89
 20130902.150000    -2.06     1.49   161.31     0.60     0.00     4.01     4.91
 20130902.160000    -1.79     1.70   164.96     0.58     0.00     4.03     4.94
 20130902.170000    -1.48     1.88   168.00     0.57     0.00     4.06     4.98
 20130902.180000    -1.12     2.02   170.59     0.56     0.00     4.07     5.00
 20130902.190000    -0.72     2.11   172.54     0.55     0.00     4.07     5.02
 20130902.200000    -0.28     2.13   174.12     0.54     0.00     4.07     5.02
 20130902.210000    -0.52     1.99   175.40     0.53     0.00     4.07     5.01
 20130902.220000    -0.77     1.81   176.38     0.52     0.00     4.06     4.99
 20130902.230000    -1.02     1.57   177.12     0.51     0.00     4.05     4.97
 20130903.000000    -1.26     1.27   177.70     0.50     0.00     4.06     4.94
 20130903.010000    -1.45     0.89   178.20     0.48     0.00     4.06     4.91
 20130903.020000    -1.54     0.44   178.72     0.47     0.00     4.05     4.88
 20130903.030000    -2.07     0.23   178.93     0.46     0.00     4.04     4.85
 20130903.040000    -2.54     0.02   178.03     0.45     0.00     3.99     4.81
 20130903.050000    -3.01    -0.20   175.41     0.45     0.00     3.88     4.76
 20130903.060000    -3.46    -0.42   171.14     0.45     0.00     3.76     4.71
 20130903.070000    -3.91    -0.64   163.89     0.46     0.00     3.61     4.66
 20130903.080000    -4.35    -0.85   151.22     0.48     0.00     3.38     4.62
 20130903.090000    -4.58    -0.97   136.95     0.51     0.00     3.21     4.58
 20130903.100000    -4.83    -1.07   125.09     0.53     0.00     3.11     4.53
 20130903.110000    -5.06    -1.19   115.89     0.55     0.00     3.07     3.16
 20130903.120000    -5.30    -1.30   108.59     0.56     0.00     3.06     3.12
 20130903.130000    -5.54    -1.41   102.61     0.57     0.00     3.06     3.15
 20130903.140000    -5.77    -1.52    97.80     0.59     0.00     3.07     3.19
 20130903.150000    -6.17    -1.48    93.76     0.61     0.00     3.10     3.28
 20130903.160000    -6.56    -1.44    90.55     0.65     0.00     3.15     3.42
 20130903.170000    -6.94    -1.40    87.87     0.69     0.00     3.23     3.48
 20130903.180000    -7.32    -1.37    85.52     0.74     0.00     3.31     3.64
 20130903.190000    -7.71    -1.33    83.27     0.79     0.00     3.40     3.76
 20130903.200000    -8.09    -1.28    81.27     0.85     0.00     3.49     3.84
 20130903.210000    -8.00    -1.96    78.40     0.91     0.00     3.55     4.03
 20130903.220000    -7.85    -2.63    75.43     0.95     0.00     3.62     4.12
 20130903.230000    -7.64    -3.29    72.88     0.98     0.00     3.69     4.20
 20130904.000000    -7.38    -3.94    70.64     1.01     0.00     3.75     4.31
 20130904.010000    -7.06    -4.56    68.56     1.03     0.00     3.80     4.43
 20130904.020000    -6.69    -5.15    66.74     1.06     0.00     3.86     4.50
 20130904.030000    -6.92    -5.40    65.31     1.09     0.00     3.90     4.54
 20130904.040000    -7.16    -5.66    64.27     1.13     0.00     3.97     4.58
 20130904.050000    -7.39    -5.91    63.40     1.18     0.00     4.05     4.63
 20130904.060000    -7.63    -6.16    62.78     1.25     0.00     4.12     4.71
 20130904.070000    -7.86    -6.42    62.53     1.30     0.00     4.20     4.82
 20130904.080000    -8.09    -6.67    62.52     1.37     0.00     4.28     4.93
 20130904.090000    -8.03    -6.58    62.76     1.41     0.00     4.35     5.00
 20130904.100000    -7.97    -6.48    63.11     1.43     0.00     4.39     5.05
 20130904.110000    -7.92    -6.38    63.44     1.43     0.00     4.41     5.08
 20130904.120000    -7.86    -6.29    63.64     1.43     0.01     4.42     5.11
 20130904.130000    -7.80    -6.19    63.72     1.43     0.01     4.41     5.13
 20130904.140000    -7.74    -6.09    63.71     1.43     0.01     4.41     5.15
 20130904.150000    -7.91    -6.04    63.64     1.43     0.01     4.41     5.17
 20130904.160000    -8.07    -5.99    63.54     1.45     0.01     4.44     5.20
 20130904.170000    -8.23    -5.94    63.45     1.47     0.01     4.47     5.25
 20130904.180000    -8.38    -5.89    63.39     1.49     0.01     4.52     5.31
 20130904.190000    -8.54    -5.83    63.35     1.52     0.01     4.56     5.35
 20130904.200000    -8.69    -5.78    63.34     1.54     0.01     4.61     5.39
 20130904.210000    -8.46    -5.81    63.25     1.56     0.01     4.65     5.43
 20130904.220000    -8.23    -5.84    63.15     1.55     0.01     4.67     5.47
 20130904.230000    -7.99    -5.86    63.08     1.54     0.01     4.67     5.49
 20130905.000000    -7.76    -5.88    63.05     1.53     0.01     4.65     5.52
