  Time              windx     windy     DIR    HS      HSWEll     TMM10     TPS
 20120901.080000    -3.87    -1.89   165.42     0.57     0.00     3.62     4.79
 20120901.090000    -4.10    -1.59   159.78     0.58     0.00     3.55     4.70
 20120901.100000    -4.31    -1.27   154.29     0.58     0.00     3.49     4.60
 20120901.110000    -4.50    -0.95   149.57     0.59     0.00     3.46     4.51
 20120901.120000    -4.65    -0.61   145.33     0.59     0.00     3.43     4.43
 20120901.130000    -4.78    -0.27   141.56     0.59     0.00     3.40     4.35
 20120901.140000    -4.89     0.07   138.25     0.59     0.00     3.37     4.24
 20120901.150000    -4.69     0.34   136.33     0.58     0.00     3.36     4.16
 20120901.160000    -4.48     0.60   135.31     0.58     0.00     3.35     4.12
 20120901.170000    -4.25     0.86   134.92     0.57     0.00     3.35     4.13
 20120901.180000    -3.99     1.13   135.18     0.56     0.00     3.34     4.15
 20120901.190000    -3.72     1.38   135.96     0.55     0.00     3.34     4.17
 20120901.200000    -3.41     1.63   138.25     0.54     0.00     3.37     4.19
 20120901.210000    -3.31     1.93   139.64     0.54     0.00     3.39     4.22
 20120901.220000    -3.18     2.23   140.24     0.53     0.00     3.38     4.23
 20120901.230000    -3.04     2.51   140.59     0.53     0.00     3.38     4.24
 20120902.000000    -2.87     2.78   140.98     0.53     0.00     3.37     4.24
 20120902.010000    -2.68     3.03   141.39     0.53     0.00     3.37     4.24
 20120902.020000    -2.49     3.26   141.98     0.54     0.00     3.36     4.25
 20120902.030000    -2.61     2.79   142.50     0.54     0.00     3.38     4.26
 20120902.040000    -2.71     2.25   142.97     0.54     0.00     3.40     4.29
 20120902.050000    -2.80     1.63   143.33     0.54     0.00     3.44     4.34
 20120902.060000    -2.80     0.91   143.71     0.54     0.00     3.48     4.38
 20120902.070000    -2.65     0.10   144.32     0.54     0.00     3.56     4.42
 20120902.080000    -2.24    -0.75   145.18     0.54     0.00     3.65     4.47
 20120902.090000    -2.42    -0.34   145.59     0.54     0.00     3.76     4.54
 20120902.100000    -2.51     0.12   145.55     0.54     0.00     3.86     4.60
 20120902.110000    -2.53     0.62   145.25     0.55     0.00     3.94     4.68
 20120902.120000    -2.43     1.12   144.89     0.56     0.00     4.01     4.76
 20120902.130000    -2.25     1.59   144.55     0.57     0.00     4.08     4.84
