  Time              windx     windy     DIR    HS      HSWEll     TMM10     TPS
 20131001.080000    -6.85    -7.24    64.52     1.94     0.19     5.30     6.17
 20131001.090000    -6.81    -6.66    65.04     1.88     0.18     5.22     6.15
 20131001.100000    -6.75    -6.06    65.82     1.82     0.17     5.16     6.15
 20131001.110000    -6.68    -5.46    66.97     1.74     0.16     5.13     6.14
 20131001.120000    -6.59    -4.83    67.96     1.66     0.15     5.09     6.14
 20131001.130000    -6.48    -4.19    69.27     1.59     0.15     5.05     6.14
 20131001.140000    -6.35    -3.53    70.63     1.52     0.14     5.02     6.13
 20131001.150000    -6.43    -3.45    71.57     1.46     0.13     4.97     6.11
 20131001.160000    -6.50    -3.38    72.30     1.43     0.12     4.91     6.07
 20131001.170000    -6.56    -3.31    72.91     1.40     0.11     4.85     6.00
 20131001.180000    -6.63    -3.24    73.39     1.38     0.11     4.79     5.91
 20131001.190000    -6.70    -3.16    73.72     1.36     0.10     4.74     5.81
 20131001.200000    -6.77    -3.09    73.95     1.35     0.09     4.70     5.73
 20131001.210000    -6.57    -3.15    74.09     1.33     0.08     4.65     5.68
 20131001.220000    -6.38    -3.21    74.16     1.31     0.08     4.61     5.63
 20131001.230000    -6.19    -3.27    74.18     1.29     0.07     4.56     5.59
 20131002.000000    -5.98    -3.33    74.18     1.28     0.06     4.51     5.56
 20131002.010000    -5.78    -3.38    74.13     1.26     0.05     4.46     5.54
 20131002.020000    -5.58    -3.44    74.08     1.24     0.05     4.43     5.52
 20131002.030000    -5.56    -3.69    73.86     1.22     0.04     4.38     5.50
 20131002.040000    -5.53    -3.94    73.64     1.20     0.04     4.34     5.48
 20131002.050000    -5.51    -4.18    73.41     1.19     0.03     4.31     5.45
 20131002.060000    -5.47    -4.43    73.20     1.19     0.03     4.29     5.42
 20131002.070000    -5.44    -4.66    73.00     1.19     0.03     4.27     5.40
 20131002.080000    -5.39    -4.89    72.79     1.19     0.02     4.27     5.38
 20131002.090000    -5.20    -4.66    72.88     1.19     0.02     4.29     5.39
 20131002.100000    -5.00    -4.42    73.06     1.19     0.02     4.30     5.43
 20131002.110000    -4.81    -4.18    73.16     1.18     0.02     4.32     5.47
 20131002.120000    -4.62    -3.93    73.50     1.15     0.02     4.35     5.50
 20131002.130000    -4.43    -3.70    74.24     1.12     0.03     4.41     5.53
 20131002.140000    -4.24    -3.46    74.80     1.09     0.03     4.43     5.58
 20131002.150000    -5.06    -3.56    74.96     1.08     0.03     4.44     5.62
 20131002.160000    -5.86    -3.65    74.89     1.09     0.04     4.42     5.65
 20131002.170000    -6.65    -3.72    74.79     1.12     0.04     4.43     5.63
 20131002.180000    -7.41    -3.79    74.48     1.20     0.05     4.48     5.50
 20131002.190000    -8.18    -3.85    73.91     1.33     0.05     4.57     5.26
 20131002.200000    -8.94    -3.91    73.24     1.49     0.06     4.73     5.37
 20131002.210000    -8.94    -4.54    72.13     1.65     0.07     4.94     5.59
 20131002.220000    -8.90    -5.16    70.76     1.77     0.08     5.12     5.83
 20131002.230000    -8.84    -5.77    69.49     1.86     0.09     5.25     6.03
 20131003.000000    -8.75    -6.36    68.29     1.93     0.11     5.33     6.12
 20131003.010000    -8.64    -6.94    67.20     1.97     0.12     5.37     6.18
 20131003.020000    -8.51    -7.50    66.31     2.00     0.13     5.39     6.19
 20131003.030000    -7.81    -7.66    65.88     1.99     0.13     5.38     6.20
 20131003.040000    -7.08    -7.80    65.67     1.95     0.14     5.34     6.19
 20131003.050000    -6.33    -7.92    65.50     1.89     0.14     5.29     6.17
 20131003.060000    -5.55    -8.01    65.29     1.82     0.14     5.23     6.15
 20131003.070000    -4.73    -8.05    65.04     1.76     0.14     5.18     6.15
 20131003.080000    -3.88    -8.05    64.68     1.71     0.15     5.15     6.16
 20131003.090000    -4.32    -7.59    64.37     1.67     0.15     5.12     6.18
 20131003.100000    -4.73    -7.09    64.38     1.66     0.16     5.11     6.19
 20131003.110000    -5.14    -6.54    64.79     1.65     0.17     5.14     6.21
 20131003.120000    -5.51    -5.95    65.43     1.66     0.18     5.18     6.27
 20131003.130000    -5.85    -5.32    66.23     1.67     0.19     5.24     6.36
 20131003.140000    -6.15    -4.64    67.16     1.68     0.20     5.32     6.52
 20131003.150000    -6.85    -5.02    67.71     1.72     0.22     5.39     6.66
 20131003.160000    -7.55    -5.40    67.87     1.79     0.24     5.47     6.67
 20131003.170000    -8.24    -5.78    67.74     1.90     0.25     5.56     6.57
 20131003.180000    -8.94    -6.16    67.37     2.03     0.27     5.65     6.51
 20131003.190000    -9.64    -6.54    66.82     2.18     0.29     5.75     6.53
 20131003.200000   -10.33    -6.92    66.07     2.36     0.30     5.83     6.59
 20131003.210000   -10.03    -7.11    65.47     2.47     0.32     5.90     6.68
 20131003.220000    -9.72    -7.30    64.90     2.48     0.32     5.92     6.75
 20131003.230000    -9.40    -7.48    64.42     2.46     0.31     5.89     6.77
 20131004.000000    -9.08    -7.66    64.00     2.41     0.30     5.83     6.74
 20131004.010000    -8.74    -7.83    63.64     2.35     0.27     5.74     6.68
 20131004.020000    -8.40    -8.00    63.32     2.29     0.25     5.65     6.60
 20131004.030000    -8.09    -7.90    63.18     2.22     0.23     5.55     6.51
 20131004.040000    -7.78    -7.80    63.15     2.15     0.21     5.45     6.41
 20131004.050000    -7.46    -7.70    63.16     2.08     0.20     5.36     6.30
