  Time              windx     windy     DIR    HS      HSWEll     TMM10     TPS
 20130101.140000    -3.42    -5.48   237.94     0.42     0.00     2.27     2.52
 20130101.150000    -3.89    -5.39   232.13     0.43     0.00     2.52     2.66
 20130101.160000    -4.34    -5.28   228.86     0.40     0.00     2.65     3.42
 20130101.170000    -4.78    -5.14   230.79     0.40     0.00     2.60     3.53
 20130101.180000    -5.20    -4.99   322.21     0.44     0.00     2.49     3.67
 20130101.190000    -5.60    -4.82    47.59     0.53     0.00     2.47     2.68
 20130101.200000    -6.00    -4.64    55.05     0.63     0.00     2.77     3.05
 20130101.210000    -5.85    -4.85    59.56     0.72     0.00     3.07     3.41
 20130101.220000    -5.68    -5.06    62.52     0.78     0.00     3.29     3.72
 20130101.230000    -5.52    -5.27    64.36     0.83     0.00     3.45     3.90
 20130102.000000    -5.34    -5.46    65.42     0.87     0.00     3.58     4.12
 20130102.010000    -5.16    -5.66    65.78     0.91     0.00     3.67     4.22
 20130102.020000    -4.97    -5.84    65.70     0.93     0.00     3.74     4.34
 20130102.030000    -4.95    -5.88    65.37     0.95     0.00     3.79     4.47
 20130102.040000    -4.92    -5.92    64.92     0.96     0.00     3.82     4.52
 20130102.050000    -4.89    -5.94    64.42     0.97     0.00     3.85     4.56
 20130102.060000    -4.87    -5.98    63.97     0.98     0.00     3.87     4.59
 20130102.070000    -4.84    -6.02    63.62     0.99     0.00     3.89     4.61
 20130102.080000    -4.81    -6.06    63.39     1.00     0.00     3.91     4.64
 20130102.090000    -4.54    -6.14    63.29     1.00     0.00     3.94     4.68
 20130102.100000    -4.28    -6.22    63.26     1.00     0.00     3.96     4.73
 20130102.110000    -3.99    -6.28    63.30     1.01     0.00     3.98     4.81
 20130102.120000    -3.71    -6.34    63.39     1.01     0.00     4.00     4.89
 20130102.130000    -3.42    -6.40    63.57     1.01     0.01     4.03     4.94
 20130102.140000    -3.12    -6.44    63.86     1.02     0.01     4.06     5.00
 20130102.150000    -3.81    -6.62    63.99     1.04     0.01     4.10     5.03
 20130102.160000    -4.49    -6.77    64.24     1.07     0.01     4.16     5.05
 20130102.170000    -5.15    -6.89    64.81     1.13     0.02     4.26     5.05
 20130102.180000    -5.80    -7.00    65.21     1.22     0.02     4.35     5.09
 20130102.190000    -6.43    -7.08    65.60     1.34     0.02     4.46     5.17
 20130102.200000    -7.05    -7.15    66.50     1.45     0.02     4.59     5.34
 20130102.210000    -7.60    -7.73    66.77     1.59     0.03     4.74     5.47
 20130102.220000    -8.16    -8.32    66.28     1.75     0.03     4.92     5.60
 20130102.230000    -8.71    -8.89    65.66     1.95     0.04     5.13     5.87
 20130103.000000    -9.26    -9.48    64.99     2.17     0.06     5.36     6.06
 20130103.010000    -9.81   -10.06    64.20     2.42     0.10     5.59     6.30
 20130103.020000   -10.35   -10.64    63.36     2.66     0.18     5.83     6.60
 20130103.030000   -10.50   -10.88    62.69     2.88     0.28     6.06     6.80
 20130103.040000   -10.64   -11.12    61.95     3.05     0.41     6.26     7.11
 20130103.050000   -10.78   -11.35    61.23     3.19     0.53     6.42     7.29
 20130103.060000   -10.92   -11.60    60.60     3.31     0.65     6.57     7.43
 20130103.070000   -11.05   -11.84    60.07     3.42     0.75     6.70     7.58
 20130103.080000   -11.19   -12.07    59.64     3.53     0.85     6.82     7.72
 20130103.090000   -11.00   -11.80    59.42     3.58     0.94     6.91     7.87
 20130103.100000   -10.81   -11.52    59.31     3.59     1.00     6.95     7.98
 20130103.110000   -10.62   -11.24    59.24     3.57     1.04     6.97     8.03
 20130103.120000   -10.43   -10.96    59.25     3.54     1.05     6.96     8.04
 20130103.130000   -10.23   -10.68    59.28     3.50     1.04     6.93     7.99
 20130103.140000   -10.04   -10.40    59.36     3.45     1.03     6.90     7.94
