  Time              windx     windy     DIR    HS      HSWEll     TMM10     TPS
 20120401.080000    -8.03    -8.58    60.59     2.26     0.22     5.38     6.36
 20120401.090000    -8.10    -7.98    60.93     2.22     0.21     5.33     6.35
 20120401.100000    -8.16    -7.36    61.60     2.17     0.20     5.28     6.32
 20120401.110000    -8.21    -6.73    62.82     2.09     0.19     5.26     6.28
 20120401.120000    -8.24    -6.08    64.15     2.00     0.18     5.22     6.23
 20120401.130000    -8.24    -5.41    65.56     1.92     0.17     5.18     6.17
 20120401.140000    -8.22    -4.72    67.00     1.84     0.16     5.12     6.12
 20120401.150000    -8.30    -4.63    68.39     1.78     0.15     5.06     6.03
 20120401.160000    -8.38    -4.54    69.49     1.74     0.14     4.99     5.92
 20120401.170000    -8.46    -4.44    70.40     1.72     0.14     4.94     5.80
 20120401.180000    -8.54    -4.34    71.20     1.69     0.13     4.89     5.70
 20120401.190000    -8.61    -4.25    71.95     1.68     0.13     4.86     5.65
 20120401.200000    -8.69    -4.16    72.65     1.66     0.13     4.82     5.60
 20120401.210000    -8.13    -3.97    73.57     1.63     0.13     4.79     5.58
 20120401.220000    -7.57    -3.78    74.73     1.57     0.13     4.73     5.61
 20120401.230000    -7.01    -3.60    76.26     1.50     0.12     4.68     5.65
 20120402.000000    -6.45    -3.41    78.57     1.41     0.12     4.69     5.69
 20120402.010000    -5.89    -3.22    81.24     1.34     0.12     4.68     5.73
 20120402.020000    -5.33    -3.03    84.11     1.27     0.12     4.70     5.84
 20120402.030000    -4.89    -3.18    87.30     1.22     0.11     4.70     6.06
 20120402.040000    -4.43    -3.32    90.36     1.18     0.11     4.69     6.27
 20120402.050000    -3.94    -3.44    93.75     1.14     0.11     4.69     6.32
 20120402.060000    -3.43    -3.55    97.21     1.10     0.10     4.69     6.33
 20120402.070000    -2.88    -3.64   100.60     1.07     0.10     4.70     6.33
 20120402.080000    -2.30    -3.68   104.34     1.04     0.09     4.70     6.32
 20120402.090000    -2.04    -3.59   108.14     1.01     0.09     4.73     6.31
 20120402.100000    -1.79    -3.50   111.44     0.98     0.09     4.72     6.30
 20120402.110000    -1.51    -3.40   114.48     0.96     0.08     4.72     6.29
 20120402.120000    -1.23    -3.29   117.42     0.94     0.07     4.70     6.29
 20120402.130000    -0.95    -3.17   120.59     0.92     0.07     4.71     6.29
 20120402.140000    -0.67    -3.03   124.22     0.90     0.06     4.75     6.30
 20120402.150000    -0.60    -2.69   127.15     0.88     0.05     4.77     6.30
 20120402.160000    -0.54    -2.35   129.96     0.85     0.05     4.80     6.30
 20120402.170000    -0.48    -2.00   132.45     0.83     0.04     4.83     6.28
 20120402.180000    -0.41    -1.67   134.61     0.81     0.03     4.87     6.23
 20120402.190000    -0.35    -1.33   136.44     0.78     0.03     4.91     6.17
 20120402.200000    -0.28    -0.98   137.97     0.77     0.02     4.92     6.11
 20120402.210000     0.07    -1.18   139.38     0.75     0.02     4.92     6.05
 20120402.220000     0.52    -1.25   140.72     0.73     0.02     4.91     6.00
 20120402.230000     0.96    -1.18   142.00     0.71     0.02     4.89     5.95
 20120403.000000     1.37    -1.00   143.30     0.69     0.02     4.87     5.90
 20120403.010000     1.72    -0.75   144.64     0.67     0.02     4.84     5.85
 20120403.020000     2.00    -0.45   146.09     0.65     0.02     4.80     5.80
 20120403.030000     2.13    -0.65   147.67     0.64     0.02     4.76     5.72
 20120403.040000     2.25    -0.85   149.34     0.62     0.02     4.71     5.62
 20120403.050000     2.36    -1.04   150.98     0.61     0.02     4.67     5.54
 20120403.060000     2.47    -1.24   152.65     0.60     0.02     4.63     5.48
 20120403.070000     2.57    -1.43   154.41     0.59     0.02     4.58     5.44
 20120403.080000     2.67    -1.62   156.14     0.58     0.02     4.54     5.41
